"taxon","lfc_(Intercept)","lfc_ResponseResponder","se_(Intercept)","se_ResponseResponder","W_(Intercept)","W_ResponseResponder","p_(Intercept)","p_ResponseResponder","q_(Intercept)","q_ResponseResponder","diff_(Intercept)","diff_ResponseResponder","passed_ss_(Intercept)","passed_ss_ResponseResponder","diff_robust_(Intercept)","diff_robust_ResponseResponder"
"Schaalia_SGB17153",-0.265967779729417,0.333587834510066,0.0472664331868809,0.105444825890821,-5.62699069502114,3.16362449927574,4.81752124962318e-05,0.00642478495057034,0.00020752399229146,0.0138865527352678,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Schaalia_SGB17154",0.506524345192619,-0.965855406340714,0.0549170910835154,0.104031327962989,9.22343727970442,-9.28427450896655,3.0524987889132e-08,2.76535143147148e-08,3.72344406726838e-07,5.24140455934287e-07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Schaalia_SGB17157",0.340900293436027,-0.571849068128788,0.0430790002386348,0.108599587070095,7.91337523033544,-5.26566521620098,1.55413411914425e-06,0.000119392422442475,1.13295457679628e-05,0.000455391530802258,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Schaalia_SGB17158",-0.344255190161995,0.63874619914953,0.0310990906481055,0.0866439695144509,-11.0696223904851,7.37207912713414,6.21648046219796e-07,2.39143162111782e-05,5.2100026730802e-06,0.000114195494465781,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Schaalia_SGB17168",0.652386768251641,-0.948334086449582,0.0603507326895732,0.125283312262476,10.8099229152251,-7.56951639706621,2.6592631687432e-09,5.33855741268468e-07,4.88986899088302e-08,4.87192794994631e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Schaalia_turicensis",-0.384948197718703,0.997776295479853,NA,0.0811064138570311,NA,12.3020640172634,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Trueperella_bernardiae",-0.210331114182334,0.194222212182687,0.0122520620650399,0.083723135635192,-17.166997119815,2.31981531400082,0.000430633567840737,0.10310158063687,0.00134654963345124,0.152669648250749,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Alloscardovia_omnicolens",1.10206571867951,-2.19076888669985,0.0431068503198698,0.121951802220271,25.5659068222742,-17.9642190341956,7.80622695170426e-12,4.8656820133833e-10,4.57965314499983e-10,2.12502389503932e-08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bifidobacterium_adolescentis",0.155351981190907,-0.229451943791106,0.206377666902205,0.317079069219651,0.752755777903638,-0.723642668548887,0.454157267871142,0.471731374408814,0.580416757279301,0.578255953722027,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bifidobacterium_animalis",0.102187960421175,-0.132742574325992,0.117090004760592,0.157594393866708,0.872730004837849,-0.842305180210051,0.394970400276977,0.411310986742984,0.514678240394758,0.509281543384278,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bifidobacterium_bifidum",-0.0570239877358812,0.175484835144347,0.120416883850745,0.199131429295402,-0.473554753389581,0.88125132112633,0.639488971974112,0.385684153574948,0.776207303913405,0.480934086239207,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bifidobacterium_breve",0.460153797380583,-1.10763854853065,0.0357490096523511,0.109105003668265,12.8717914665454,-10.1520417147727,8.97162649265488e-09,1.50984014798049e-07,1.34793217548181e-07,2.02187289381735e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bifidobacterium_catenulatum",0.438648127981018,-1.45366633556716,0.12010948960487,0.149289962343965,3.652068870029,-9.73720076516535,0.00647497519649236,1.0351667940892e-05,0.0145834907533429,5.59353285227145e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bifidobacterium_dentium",-0.401264770377831,0.934836894349773,0.1464411345086,0.190506055890602,-2.74010968109691,4.90712429050866,0.00983281926938431,2.42467324651257e-05,0.0210313078817387,0.00011533580848276,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bifidobacterium_longum",0.056846278576402,-0.169379005916802,0.224571728738795,0.332875593203513,0.253131945395145,-0.508835761392836,0.800656525144132,0.611924852384775,0.94033254430655,0.722810563890741,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bifidobacterium_pseudocatenulatum",0.390480334033688,-0.610713864165918,0.13968702642566,0.215769216580419,2.79539441868996,-2.83040312165336,0.00857292900703244,0.00785490467442055,0.018867597170329,0.0165706208200105,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bifidobacterium_pullorum",1.43773034360353,-2.10551045387039,0.0141404651480764,0.0814074064956473,101.674897434269,-25.8638684673362,9.67184892138469e-05,0.00149155929816234,0.000377079679466643,0.00389322257486441,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Gardnerella_vaginalis",1.2362436765925,-2.40724553846648,NA,0.0811064138570311,NA,-29.6800884663673,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Scardovia_wiggsiae",-0.283783736318365,0.510066870557412,0.0664594045679171,0.104996357298941,-4.27003127944604,4.85794825343486,0.000912608143980978,0.000312680941407305,0.00260262322542723,0.00104114302652378,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Corynebacterium_amycolatum",2.57078780167002,-5.32060761303738,NA,0.0811064138570311,NA,-65.6003312193803,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Corynebacterium_argentoratense",0.384303745794221,-0.539205307399038,NA,0.0810622112342634,NA,-6.65174683973,1,0.0949957511091431,1,0.142378060056526,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Corynebacterium_durum",0.701169995792588,-0.998205135342387,0.0316084439099101,0.0927812171618708,22.1829963471486,-10.7586984292399,3.63483097456877e-09,1.94056371942631e-06,6.39730251524103e-08,1.45778933069098e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Clavibacter_michiganensis",1.69143525577844,-3.35060931462607,NA,0.0811064138570311,NA,-41.3112743528804,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Rothia_mucilaginosa",0.182194037566498,-0.342450047608593,0.104608919192338,0.152256117285977,1.74166829151068,-2.24917102651043,0.089657225385796,0.0303773693183181,0.143638103608974,0.0527854992950183,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Rothia_SGB49305",0.315199970016658,-0.675974078763648,0.0632663863120826,0.103931003737135,4.98210801011818,-6.50406572107529,0.000414058439826519,4.40313830509012e-05,0.0013079999945289,0.000191684324801097,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Propionibacterium_acidifaciens",-1.6807837131204,1.71333478838796,0.0122520620650399,0.0826178441776093,-137.183741332519,20.7380718468601,8.54043017379454e-07,0.000245212237922936,6.65937340133852e-06,0.000843858874639824,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Propionibacterium_freudenreichii",1.27020368506855,-2.01606505285698,0.0173075804953862,0.0853573440500855,73.3900203675008,-23.6191164954008,4.30737269091935e-10,3.78028366612294e-07,1.15362677287231e-08,4.01492196264092e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB34797_SGB14322",0.0703837639837576,-0.00194067922394426,0.0768439347028661,0.127230706738411,0.915931286651469,-0.0152532299292681,0.369634307044093,0.987967640383733,0.490721407627503,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB34797_SGB14323",-0.288125887399306,2.80992357305488,0.054912573269392,0.0952032814850627,-5.24699299713762,29.5149865553296,0.0344564168080901,0.00114595561732742,0.0625188593631325,0.00309179735919842,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GGB9412_SGB14770",-0.488424200450042,0.783562082739358,0.0418177237441107,0.117485562419628,-11.6798370814917,6.66943296352172,2.18912386258389e-10,1.71430417944629e-06,7.0726304712739e-09,1.32001421817364e-05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB9359_SGB14334",0.355426856270666,-1.32387148946897,0.0335308938199657,0.0860077023439989,10.5999815626457,-15.3924759456308,0.000129190969773653,2.10048626763224e-05,0.000476536750781859,0.000102284548684701,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB9361_SGB14336",0.677021946328406,-0.656474500461595,0.0122520620650399,0.0917368213166312,55.257796012985,-7.15606330195116,6.42139516330806e-07,0.00201804067599467,5.30950257798357e-06,0.00500246702781778,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"GGB9364_SGB14339",-1.58381811007333,1.61125728564239,0.0122520620650399,0.0872522293536556,-129.269514116535,18.4666603659094,0.00492464969995995,0.0344403686228026,0.0116452369104619,0.0587800878434083,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lancefieldella_parvula",0.0698196488240503,-0.116626236824465,0.069529044928315,0.116135384445965,1.00417960430831,-1.00422655318051,0.329372240739553,0.329350265117642,0.446901542501244,0.420912372017568,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lancefieldella_rimae",-0.230006514022854,-0.0269321073180607,NA,0.0811064138570311,NA,-0.33205890924403,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Olsenella_sp_oral_taxon_807",0.34108330501085,-0.709580175746573,0.0310368026897841,0.091009170562577,10.9896405380416,-7.79679862326262,0.00010854501454335,0.00055599405639977,0.00041146910128433,0.00166258416865174,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Olsenella_uli",-0.519488968057689,0.0406537134886218,0.0122520620650399,0.0822533528134601,-42.4001254074611,0.494249925359506,0.0150117898681794,0.707767984006929,0.030418626838153,0.822613354996733,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Paratractidigestivibacter_faecalis",-1.03248750456293,2.34750872474832,NA,0.0811064138570311,NA,28.9435645482532,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Collinsella_aerofaciens",0.147111784656581,-0.352644444453204,0.208729700533037,0.321154848756326,0.704795648539226,-1.09805112959938,0.482427034413918,0.274579887626306,0.613364402887459,0.361027130795741,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Collinsella_bouchesdurhonensis",-0.610979186049258,1.48414845406029,0.0451251922502319,0.101537392490611,-13.5396472697824,14.6167674553739,2.73669407096119e-07,1.41214473181602e-07,2.46102707695196e-06,1.97700262454243e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Collinsella_intestinalis",-0.233561462335245,0.252095398561251,0.133087960157385,0.181611149834426,-1.75494058259699,1.38810529414678,0.0972732260418906,0.183029206696043,0.153248867626099,0.251104657738893,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Collinsella_sp_AF08_23",1.34767372181778,-2.13316807971887,0.0329840709972121,0.0963076710781669,40.8583198214583,-22.1495136974864,1.43724417085868e-08,5.53679818588957e-07,2.00319887820751e-07,4.97907690877077e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Collinsella_tanakaei",0.148568646108593,-0.427417338589807,0.0435992750456497,0.0998374864685858,3.40759441419697,-4.28113080275008,0.0422251535001582,0.0234126345897366,0.0751754177921891,0.0422937915169435,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GGB51959_SGB72479",0.336859873083482,-0.499993517559052,0.0728981622805762,0.117613855009425,4.62096522799778,-4.25114471011078,0.000186407427228977,0.000431885322945245,0.000652425995301419,0.00135735387211363,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Senegalimassilia_anaerobia",0.132869303854395,0.0596784774146714,0.050297550185639,0.0979472801376421,2.64166551579548,0.609291828530687,0.0246633665680436,0.555920025376676,0.0461081450862363,0.666238785276328,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Senegalimassilia_SGB14826",0.628130255564346,-1.26272108409879,0.0292075468376798,0.0873379843227498,21.50575188855,-14.4578684050289,2.76502070096023e-05,0.00013304804896003,0.000127108414312799,0.000494011003046481,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Adlercreutzia_equolifaciens",-0.26527125512008,0.467473314215655,0.176798248123113,0.268636470424248,-1.500417894047,1.74017069788548,0.13647896207908,0.0847312611322656,0.205552666603212,0.128146817798984,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Eggerthella_lenta",-0.26478960218319,0.290554319472005,0.216565627203097,0.301860595201876,-1.22267603406365,0.962544711335015,0.223716231065661,0.337605185699177,0.314274112511853,0.429457179055148,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Eggerthella_sinensis",0.322032720134877,-0.138234951331266,NA,0.0811064138570311,NA,-1.70436522535612,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Eggerthella_sp_YY7918",-0.693038997117751,1.80206562173245,NA,0.0811064138570311,NA,22.2185340965637,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Eggerthella_timonensis",-1.76650362777431,3.51265467089606,NA,0.0915721744585036,NA,38.3594109418886,1,0.0165924241013527,1,0.0318409135402906,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Ellagibacter_isourolithinifaciens",0.100406062103362,-0.0723752046630474,0.0349586283563315,0.0946307044889813,2.87213963545504,-0.764817350286921,0.016607728601735,0.46204744659108,0.0332694660769715,0.567539834696122,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Enteroscipio_rubneri",-2.17734084039601,2.65107914233,NA,0.0886951884970452,NA,29.8897740368218,1,8.22537299016442e-05,1,0.000329014919606577,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GGB45432_SGB63101",-0.017514214794031,0.114154077876532,0.139028224432697,0.211851095759107,-0.125975965423551,0.538841101895148,0.900102066453156,0.591658718652553,1,0.702915661890015,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB9365_SGB14341",0.109205913025404,-0.195127262764821,0.109097117897322,0.189482758141276,1.00099723191757,-1.02978901446715,0.321648067524472,0.308064951338358,0.436902336483075,0.396589362642484,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB9424_SGB14794",-1.07852074434106,2.14920996526253,NA,0.0811064138570311,NA,26.4986437330469,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Gordonibacter_pamelaeae",-0.670136641154227,1.26199730364899,0.16254036610212,0.212735991475225,-4.1228936369763,5.93222282180663,0.00011313163749296,1.44890084167165e-07,0.000424933467656483,1.98338426326608e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Gordonibacter_urolithinfaciens",-0.396608689049399,0.628436027358596,0.0883199070156949,0.146192833488992,-4.4905922396286,4.29867875435847,5.07883063977692e-05,9.37415910321675e-05,0.000217261088479346,0.000368976486107445,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Raoultibacter_massiliensis",0.232543104057277,-0.268222746779379,0.0943416886529827,0.126424638254905,2.46490292231933,-2.12160185294398,0.0314043024366815,0.0574102640199929,0.0575745544672494,0.0913888430082569,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Raoultibacter_timonensis",-0.507179152027495,0.552282804149884,0.0301740854309432,0.115179954572604,-16.8084349462134,4.79495591224383,3.41989248417242e-09,0.000557845594363813,6.10624281231946e-08,0.00166408177301748,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Slackia_isoflavoniconvertens",0.897852587701808,-1.50950144753964,0.0485269199168149,0.0960914204870343,18.5021548707586,-15.7090137692711,3.45424959448664e-10,2.28927390913164e-09,9.89682674513382e-09,7.23175757961585e-08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Slackia_piriformis",0.720963772008703,-0.424779381081511,0.0471781972332449,0.109054090852459,15.2817151627121,-3.8951256001593,0.000106946248715412,0.0176139772350924,0.000406659809930209,0.033488302397583,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bacterium_210820_DFI_6_37",-2.82283031729257,3.82216634944149,NA,0.0863525008607602,NA,44.2623700685238,1,0.000510033044512302,1,0.00155534829415633,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"bacterium_210917_DFI_7_65",-0.290222478436477,0.35042781919647,0.120765082441306,0.16435932400513,-2.40319861146562,2.13208359986643,0.018658920878582,0.0361883545705645,0.0363730862696409,0.0612418308117245,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"bacterium_210917_SL_2_15",-0.158570195036471,-0.252675781229378,0.0652981122349288,0.121368258705399,-2.42840397079121,-2.08189343675685,0.0233937543976232,0.0486681019502366,0.0440689685288559,0.0799454688035886,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"bacterium_OL_1",0.145255392773653,0.422151032509766,0.0212228511519067,0.0818845840734656,6.84429211390868,5.15543966286766,0.0923611787049026,0.121970427023941,0.147014175923049,0.176993599638981,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"GGB79097_SGB105802",0.396607488320368,-0.820644567475793,0.046403169324392,0.0900916201062238,8.54699138215739,-9.10899999920303,6.56738183414833e-06,3.71305542135754e-06,3.69452713226975e-05,2.38254389537109e-05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bacteroides_caccae",0.179100050489062,-0.385906367240977,0.267187199283865,0.36853736601982,0.670316732871555,-1.0471295527201,0.504113686996193,0.297421663026005,0.635038918588251,0.385303353152511,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_caecigallinarum",0.188342289809567,-0.916831060214324,NA,0.0811064138570311,NA,-11.3040512656675,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_cellulosilyticus",0.400975205607812,-0.852733117943418,0.263219831970887,0.363071227799284,1.5233472440335,-2.34866619178877,0.130859899168251,0.0208281797513061,0.199036291080599,0.0385290051855993,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Bacteroides_clarus",1.88550266972598,-3.79835823424923,0.138774182543791,0.173382668689178,13.586840399013,-21.9073697674969,4.64909335086888e-09,1.19993714525649e-11,7.63691067769395e-08,1.22164104983377e-09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bacteroides_congonensis",0.0597072779961125,0.0452958294542727,0.057684118788864,0.126870110950386,1.0350730712322,0.357025221424974,0.340538637014742,0.733294064889944,0.459019256895145,0.849876094021083,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Bacteroides_cutis",4.37006021574417,-8.35708153316677,NA,0.0811064138570311,NA,-103.038479150343,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_eggerthii",-0.149925364249551,0.341221929442936,0.269189896999686,0.342173467400379,-0.556950189886682,0.997219135765634,0.580149260357413,0.323658948385184,0.714743888760333,0.414498777973542,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_faecis",-0.523589403194407,1.02243577695167,0.237315417271639,0.311294987503081,-2.20630167737939,3.28445949339789,0.0317187647598893,0.00181438063115671,0.0580646629779845,0.00457120028136006,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Bacteroides_finegoldii",-0.1329032750362,0.364430892854689,0.216659409630018,0.280385036810904,-0.613420276844446,1.29975157376343,0.542222245560571,0.199310949146269,0.676131383128161,0.271627311225889,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_fluxus",4.26178841014357,-7.81367903013449,NA,0.0811064138570311,NA,-96.3386082376655,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_fragilis",0.35673397133667,-0.762818079529989,0.23660860170073,0.32162702821485,1.50769654514876,-2.37174743604079,0.135384124948403,0.0199906984199348,0.204153294903833,0.0372595165708922,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Bacteroides_gallinarum",-1.56569310915638,3.38029001523793,0.0275946908988934,0.106764351393742,-56.7389254292813,31.661223724121,0.000310481329834223,0.00099608256806328,0.00102550401703958,0.00274535508692161,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Bacteroides_intestinalis",0.619327564588329,-1.09304294955416,0.284004692137928,0.355433730740729,2.18069483263167,-3.07523697111201,0.0335009970779972,0.00327288942853978,0.0608782790738636,0.00757932288714476,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Bacteroides_mediterraneensis",0.794062784310517,-2.21982669821034,NA,0.0811064138570311,NA,-27.3693114101099,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_nordii",0.613678786082882,-1.10756769189781,0.122224907145428,0.184770418029919,5.02089795292464,-5.99429120584908,1.04865834728278e-05,4.40828450194285e-07,5.45125351836447e-05,4.31682751820205e-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bacteroides_ovatus",0.397451083788532,-0.890012314968117,0.259122148376741,0.384775152723094,1.53383678808757,-2.3130711759047,0.127190423349363,0.0220869738887783,0.19465664790859,0.0403726288293396,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Bacteroides_propionicigenes",0.145247563106741,0.273045466376313,0.0273304126938306,0.0846801102810389,5.31450310443091,3.22443446837896,0.0130113417571535,0.0484204481189776,0.0269411311677531,0.0796448492424305,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Bacteroides_rodentium",-3.70484291062341,5.66678889262207,0.0145460841751289,0.0934494714183547,-254.696925029349,60.6401385327584,1.42564637076255e-09,4.42918237023208e-07,2.87933824390075e-08,4.31682751820205e-06,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Bacteroides_salyersiae",0.286655831634486,-0.735902135529094,0.106936054697393,0.153003742544808,2.68062846011725,-4.80970022882664,0.0123724324140388,5.0794216763058e-05,0.0257916019189439,0.000217286371708637,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bacteroides_SGB1909",2.64300856654621,-5.91771826268173,NA,0.0811064138570311,NA,-72.9623957127864,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Bacteroides_sp_AF39_11AC",1.27404839294379,-1.93282994454974,NA,0.0835265581161471,NA,-23.1403039720859,1,0.0274941902071858,1,0.0485980521309223,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
