"effect","term","estimate","std.error","df","statistic","p.value","microbe","model_type","padj"
"fixed","irAE.sample",-0.00190851613898772,0.00498992264857975,45,-0.382474092966338,0.703910299175229,"s__GGB9454_SGB14846","ZIGMM",1
"fixed","irAE.sample",-4.34247572541407e-06,1.098122524706e-05,45,-0.395445465120269,0.694382667401729,"s__Neobittarella_massiliensis","ZIGMM",1
"fixed","irAE.sample",0.000278630728646878,0.000107164460778123,45,2.6000292132647,0.0125650277335966,"s__GGB74700_SGB54319","ZIGMM",1
"fixed","irAE.sample",-0.000556973854784264,0.000938281479875289,45,-0.593610624029682,0.555744828597241,"s__GGB9474_SGB14868","ZIGMM",1
"fixed","irAE.sample",-0.000280526343246385,0.000700377377348155,45,-0.400535985768907,0.690657109448104,"s__GGB3583_SGB4799","ZIGMM",1
"fixed","irAE.sample",-0.00242842902994173,0.00319791400279991,45,-0.759379091437588,0.451585618833132,"c__CFGB2897","ZIGMM",1
"fixed","irAE.sample",-0.00148605722605716,0.00281793740725938,45,-0.527356364349643,0.600536666262601,"c__CFGB79253","ZIGMM",1
"fixed","irAE.sample",-0.000337970506245835,0.000640877562502348,45,-0.527355810252129,0.600537047830721,"c__CFGB3176","ZIGMM",1
"fixed","irAE.sample",-0.000334121966745317,0.000633579784029415,45,-0.527355788753835,0.600537062635092,"c__CFGB28372","ZIGMM",1
"fixed","irAE.sample",-0.000304383271708969,0.000577187860732566,45,-0.527355636555914,0.600537167443153,"c__CFGB79211","ZIGMM",1
"fixed","irAE.sample",-0.000277793406980251,0.0005267668485845,45,-0.527355523087156,0.600537245581155,"c__CFGB1311","ZIGMM",1
"fixed","irAE.sample",-0.00120877240978623,0.00239361509528842,45,-0.504998657539209,0.616024130990078,"c__CFGB2952","ZIGMM",1
"fixed","irAE.sample",-0.00185020744819835,0.00285695866716983,45,-0.647614356294207,0.520524905286979,"o__Selenomonadales","ZIGMM",1
"fixed","irAE.sample",-0.00242842902994173,0.00319791400279991,45,-0.759379091437588,0.451585618833132,"o__OFGB2897","ZIGMM",1
"fixed","irAE.sample",-0.00148605722605716,0.00281793740725938,45,-0.527356364349643,0.600536666262601,"o__OFGB79253","ZIGMM",1
"fixed","irAE.sample",-0.000337970506245835,0.000640877562502348,45,-0.527355810252129,0.600537047830721,"o__OFGB3176","ZIGMM",1
"fixed","irAE.sample",-0.000334121966745317,0.000633579784029415,45,-0.527355788753835,0.600537062635092,"o__OFGB28372","ZIGMM",1
"fixed","irAE.sample",-0.000304383271708969,0.000577187860732566,45,-0.527355636555914,0.600537167443153,"o__OFGB79211","ZIGMM",1
"fixed","irAE.sample",-0.000277793406980251,0.0005267668485845,45,-0.527355523087156,0.600537245581155,"o__OFGB1311","ZIGMM",1
"fixed","irAE.sample",-0.00120877240978623,0.00239361509528842,45,-0.504998657539209,0.616024130990078,"o__OFGB2952","ZIGMM",1
"fixed","irAE.sample",-0.00185020744819835,0.00285695866716983,45,-0.647614356294207,0.520524905286979,"f__Selenomonadaceae","ZIGMM",1
"fixed","irAE.sample",-0.00242842902994173,0.00319791400279991,45,-0.759379091437588,0.451585618833132,"f__FGB2897","ZIGMM",1
"fixed","irAE.sample",-0.00148605722605716,0.00281793740725938,45,-0.527356364349643,0.600536666262601,"f__FGB79253","ZIGMM",1
"fixed","irAE.sample",-0.000337970506245835,0.000640877562502348,45,-0.527355810252129,0.600537047830721,"f__FGB3176","ZIGMM",1
"fixed","irAE.sample",-0.000334121966745317,0.000633579784029415,45,-0.527355788753835,0.600537062635092,"f__FGB28372","ZIGMM",1
"fixed","irAE.sample",-0.000304383271708969,0.000577187860732566,45,-0.527355636555914,0.600537167443153,"f__FGB79211","ZIGMM",1
"fixed","irAE.sample",-0.000277793406980251,0.0005267668485845,45,-0.527355523087156,0.600537245581155,"f__FGB1311","ZIGMM",1
"fixed","irAE.sample",-0.00120877240978623,0.00239361509528842,45,-0.504998657539209,0.616024130990078,"f__FGB2952","ZIGMM",1
"fixed","irAE.sample",-0.00343660336197772,0.00651626499885989,45,-0.52738852127392,0.600514522236856,"g__Mitsuokella","ZIGMM",1
"fixed","irAE.sample",-0.00317308147986015,0.00601669461108919,45,-0.527379513996264,0.600520724824817,"g__GGB4558","ZIGMM",1
"fixed","irAE.sample",-0.00242842902994173,0.00319791400279991,45,-0.759379091437588,0.451585618833132,"g__GGB9209","ZIGMM",1
"fixed","irAE.sample",-0.00148605722605716,0.00281793740725938,45,-0.527356364349643,0.600536666262601,"g__GGB9058","ZIGMM",1
"fixed","irAE.sample",-0.000754282746907027,0.00127964915929505,45,-0.589444959525122,0.558510767693612,"g__GGB34797","ZIGMM",1
"fixed","irAE.sample",-0.000787209835352745,0.00149272792345536,45,-0.527363240804471,0.600531930939575,"g__GGB24836","ZIGMM",1
"fixed","irAE.sample",-0.00102667974915297,0.00135948820375575,45,-0.755195776113868,0.454066205700599,"g__GGB74220","ZIGMM",1
"fixed","irAE.sample",-0.00103956760993068,0.00192688564743438,45,-0.539506644473093,0.592197001177835,"g__GGB2652","ZIGMM",1
"fixed","irAE.sample",-0.000337970506245835,0.000640877562502348,45,-0.527355810252129,0.600537047830721,"g__GGB10708","ZIGMM",1
"fixed","irAE.sample",-0.000334121966745317,0.000633579784029415,45,-0.527355788753835,0.600537062635092,"g__GGB9083","ZIGMM",1
"fixed","irAE.sample",-0.000304383271708969,0.000577187860732566,45,-0.527355636555914,0.600537167443153,"g__GGB9267","ZIGMM",1
"fixed","irAE.sample",-0.000231436125777701,0.00043886179740578,45,-0.527355370519322,0.600537350643964,"g__GGB3142","ZIGMM",1
"fixed","irAE.sample",-4.65321103449442e-05,8.82367624492355e-05,45,-0.527355141477625,0.600537508368997,"g__GGB3140","ZIGMM",1
"fixed","irAE.sample",-0.000308026356684033,0.000758015750062709,45,-0.406358781672479,0.686405109067518,"g__GGB9293","ZIGMM",1
"fixed","irAE.sample",-0.00687889476623827,0.0130428290938591,45,-0.527408180904326,0.600500984333948,"s__Megasphaera_elsdenii","ZIGMM",1
"fixed","irAE.sample",-0.00343660336197772,0.00651626499885989,45,-0.52738852127392,0.600514522236856,"s__Mitsuokella_jalaludinii","ZIGMM",1
"fixed","irAE.sample",-0.00317308147986015,0.00601669461108919,45,-0.527379513996264,0.600520724824817,"s__GGB4558_SGB6291","ZIGMM",1
"fixed","irAE.sample",-0.00242842902994173,0.00319791400279991,45,-0.759379091437588,0.451585618833132,"s__GGB9209_SGB14148","ZIGMM",1
"fixed","irAE.sample",-0.00148605722605716,0.00281793740725938,45,-0.527356364349643,0.600536666262601,"s__GGB9058_SGB13975","ZIGMM",1
"fixed","irAE.sample",-0.00115403238535449,0.00218833810717001,45,-0.527355613638197,0.600537183224982,"s__GGB34797_SGB14322","ZIGMM",1
"fixed","irAE.sample",-0.000787209835352745,0.00149272792345536,45,-0.527363240804471,0.600531930939575,"s__GGB24836_SGB36733","ZIGMM",1
"fixed","irAE.sample",-0.00102667974915297,0.00135948820375575,45,-0.755195776113868,0.454066205700599,"s__GGB74220_SGB4052","ZIGMM",1
"fixed","irAE.sample",-0.00103956760993068,0.00192688564743438,45,-0.539506644473093,0.592197001177835,"s__GGB2652_SGB3573","ZIGMM",1
"fixed","irAE.sample",-0.000337970506245835,0.000640877562502348,45,-0.527355810252129,0.600537047830721,"s__GGB10708_SGB17364","ZIGMM",1
"fixed","irAE.sample",-0.000334121966745317,0.000633579784029415,45,-0.527355788753835,0.600537062635092,"s__GGB9083_SGB14011","ZIGMM",1
"fixed","irAE.sample",-0.000304383271708969,0.000577187860732566,45,-0.527355636555914,0.600537167443153,"s__GGB9267_SGB14218","ZIGMM",1
"fixed","irAE.sample",-0.000231436125777701,0.00043886179740578,45,-0.527355370519322,0.600537350643964,"s__GGB3142_SGB4155","ZIGMM",1
"fixed","irAE.sample",-0.000173708252113919,0.000329395133548504,45,-0.527355247306168,0.600537435492262,"s__GGB9708_SGB15235","ZIGMM",1
"fixed","irAE.sample",-4.65321103449442e-05,8.82367624492355e-05,45,-0.527355141477625,0.600537508368997,"s__GGB3140_SGB4153","ZIGMM",1
"fixed","irAE.sample",-0.000308026356684033,0.000758015750062709,45,-0.406358781672479,0.686405109067518,"s__GGB9293_SGB14250","ZIGMM",1
"fixed","irAE.sample",-0.00518622240815746,0.0131147320229239,45,-0.39545012426424,0.694379254042847,"c__CFGB2164","ZIGMM",1
"fixed","irAE.sample",-0.00518622240815746,0.0131147320229239,45,-0.39545012426424,0.694379254042847,"o__OFGB2164","ZIGMM",1
"fixed","irAE.sample",-0.00518622240815746,0.0131147320229239,45,-0.39545012426424,0.694379254042847,"f__FGB2164","ZIGMM",1
"fixed","irAE.sample",-9.78184969336488e-05,0.000247135007675995,45,-0.39580995769686,0.694115654021931,"g__GGB48168","ZIGMM",1
"fixed","irAE.sample",-0.000893749921210477,0.00228024351688737,45,-0.391953716605885,0.696942571918888,"g__GGB84235","ZIGMM",1
"fixed","irAE.sample",-0.00518622240815746,0.0131147320229239,45,-0.39545012426424,0.694379254042847,"g__GGB6132","ZIGMM",1
"fixed","irAE.sample",-0.00309719849038419,0.00705536811662156,45,-0.438984676517102,0.66277330771384,"g__GGB51959","ZIGMM",1
"fixed","irAE.sample",-0.000405252855717135,0.00197509524572598,45,-0.205181424335907,0.838355709170091,"g__GGB29535","ZIGMM",1
"fixed","irAE.sample",-0.00174511406027543,0.00264848050386208,45,-0.65891142401489,0.513310327651031,"g__Lacticaseibacillus","ZIGMM",1
"fixed","irAE.sample",-9.78184969336488e-05,0.000247135007675995,45,-0.39580995769686,0.694115654021931,"s__GGB48168_SGB66171","ZIGMM",1
"fixed","irAE.sample",-0.000893749921210477,0.00228024351688737,45,-0.391953716605885,0.696942571918888,"s__GGB84235_SGB119956","ZIGMM",1
"fixed","irAE.sample",-0.00518622240815746,0.0131147320229239,45,-0.39545012426424,0.694379254042847,"s__GGB6132_SGB8779","ZIGMM",1
"fixed","irAE.sample",-0.00309719849038419,0.00705536811662156,45,-0.438984676517102,0.66277330771384,"s__GGB51959_SGB72479","ZIGMM",1
"fixed","irAE.sample",-0.000405252855717135,0.00197509524572598,45,-0.205181424335907,0.838355709170091,"s__GGB29535_SGB36365","ZIGMM",1
"fixed","irAE.sample",-4.09339254329756e-05,0.00104024405350641,45,-0.0393503094730484,0.968785160419197,"s__Lacticaseibacillus_rhamnosus","ZIGMM",1
"fixed","irAE.sample",-0.000516061137229516,0.00238331453199492,45,-0.216530856629131,0.829552616399285,"c__CFGB9718","ZIGMM",1
"fixed","irAE.sample",-7.34786339622482e-06,0.000277164018384642,45,-0.0265108849231203,0.978967071895875,"c__CFGB9491","ZIGMM",1
"fixed","irAE.sample",-0.000516061137229516,0.00238331453199492,45,-0.216530856629131,0.829552616399285,"o__OFGB9718","ZIGMM",1
"fixed","irAE.sample",-7.34786339622482e-06,0.000277164018384642,45,-0.0265108849231203,0.978967071895875,"o__OFGB9491","ZIGMM",1
"fixed","irAE.sample",-0.000516061137229516,0.00238331453199492,45,-0.216530856629131,0.829552616399285,"f__FGB9718","ZIGMM",1
"fixed","irAE.sample",-7.34786339622482e-06,0.000277164018384642,45,-0.0265108849231203,0.978967071895875,"f__FGB9491","ZIGMM",1
"fixed","irAE.sample",-0.00183772166194908,0.00464730445152357,45,-0.395438190271051,0.694387997078387,"g__Mordavella","ZIGMM",1
"fixed","irAE.sample",-0.000516061137229516,0.00238331453199492,45,-0.216530856629131,0.829552616399285,"g__GGB3569","ZIGMM",1
"fixed","irAE.sample",-0.00123037261114666,0.00557149265838299,45,-0.220833569491545,0.826220961351571,"g__GGB3532","ZIGMM",1
"fixed","irAE.sample",-0.00158220348475292,0.00304297680018377,45,-0.519952529594497,0.60564524618482,"g__GGB3451","ZIGMM",1
"fixed","irAE.sample",-0.000653026912359148,0.00126142747591521,45,-0.51768882859108,0.607211185803306,"g__GGB3446","ZIGMM",1
"fixed","irAE.sample",-0.0004388160684815,0.00110972279947467,45,-0.39542854187481,0.694395065679533,"g__GGB3677","ZIGMM",1
"fixed","irAE.sample",-7.94021151772422e-05,0.00062012281105916,45,-0.128042564732661,0.898685806710405,"g__GGB33516","ZIGMM",1
"fixed","irAE.sample",-3.21254766878982e-05,8.12164255760119e-05,45,-0.395553934565015,0.694303202718368,"g__GGB3003","ZIGMM",1
"fixed","irAE.sample",-7.34786339622482e-06,0.000277164018384642,45,-0.0265108849231203,0.978967071895875,"g__GGB9491","ZIGMM",1
"fixed","irAE.sample",-6.31635242843283e-06,1.18416966010886e-05,45,-0.533399278938812,0.596382089568327,"g__Murimonas","ZIGMM",1
"fixed","irAE.sample",-0.00183772166194908,0.00464730445152357,45,-0.395438190271051,0.694387997078387,"s__Mordavella_massiliensis","ZIGMM",1
"fixed","irAE.sample",-0.000516061137229516,0.00238331453199492,45,-0.216530856629131,0.829552616399285,"s__GGB3569_SGB4776","ZIGMM",1
"fixed","irAE.sample",-0.00123037261114666,0.00557149265838299,45,-0.220833569491545,0.826220961351571,"s__GGB3532_SGB4720","ZIGMM",1
"fixed","irAE.sample",-0.00158220348475292,0.00304297680018377,45,-0.519952529594497,0.60564524618482,"s__GGB3451_SGB4605","ZIGMM",1
"fixed","irAE.sample",-0.000653026912359148,0.00126142747591521,45,-0.51768882859108,0.607211185803306,"s__GGB3446_SGB4597","ZIGMM",1
"fixed","irAE.sample",-0.0004388160684815,0.00110972279947467,45,-0.39542854187481,0.694395065679533,"s__GGB3677_SGB4990","ZIGMM",1
"fixed","irAE.sample",-7.94021151772422e-05,0.00062012281105916,45,-0.128042564732661,0.898685806710405,"s__GGB33516_SGB54324","ZIGMM",1
"fixed","irAE.sample",-0.00201053882213209,0.00707248843535223,45,-0.284276014094601,0.77750291506068,"s__GGB9453_SGB14844","ZIGMM",1
"fixed","irAE.sample",-5.70373423626517e-05,0.000144160690396135,45,-0.395651145994933,0.694231988604428,"s__GGB9695_SGB15210","ZIGMM",1
"fixed","irAE.sample",-3.21254766878982e-05,8.12164255760119e-05,45,-0.395553934565015,0.694303202718368,"s__GGB3003_SGB3994","ZIGMM",1
"fixed","irAE.sample",-7.34786339622482e-06,0.000277164018384642,45,-0.0265108849231203,0.978967071895875,"s__GGB9491_SGB14888","ZIGMM",1
"fixed","irAE.sample",-6.31635242843283e-06,1.18416966010886e-05,45,-0.533399278938812,0.596382089568327,"s__Murimonas_intestini","ZIGMM",1
"fixed","irAE.sample",-0.00173830670801751,0.00641067799507081,45,-0.271158013139032,0.787509522794906,"f__Bianqueaceae","ZIGMM",1
"fixed","irAE.sample",-4.97135866635514e-05,0.000884207229429549,45,-0.0562239088404925,0.955412337097179,"g__GGB9537","ZIGMM",1
"fixed","irAE.sample",-0.00759557433579896,0.0261375887674328,45,-0.290599657198027,0.772692622340788,"g__Peptacetobacter","ZIGMM",1
"fixed","irAE.sample",-0.000617628749929496,0.002338137069145,45,-0.264154209810867,0.792867133847552,"g__Massiliimalia","ZIGMM",1
"fixed","irAE.sample",-0.000464726904791175,0.00270392039963909,45,-0.171871518426802,0.864309147161468,"g__GGB74505","ZIGMM",1
"fixed","irAE.sample",-0.00173830670801751,0.00641067799507081,45,-0.271158013139032,0.787509522794906,"g__Bianquea","ZIGMM",1
"fixed","irAE.sample",-0.000175767143156335,0.000707819398998381,45,-0.248322020285201,0.805015014861587,"g__Anaerovorax","ZIGMM",1
"fixed","irAE.sample",-4.97135866635514e-05,0.000884207229429549,45,-0.0562239088404925,0.955412337097179,"s__GGB9537_SGB14940","ZIGMM",1
"fixed","irAE.sample",-0.00759557433579896,0.0261375887674328,45,-0.290599657198027,0.772692622340788,"s__Peptacetobacter_hiranonis","ZIGMM",1
"fixed","irAE.sample",-0.000617628749929496,0.002338137069145,45,-0.264154209810867,0.792867133847552,"s__Massiliimalia_timonensis","ZIGMM",1
"fixed","irAE.sample",-0.000464726904791175,0.00270392039963909,45,-0.171871518426802,0.864309147161468,"s__GGB74505_SGB47518","ZIGMM",1
"fixed","irAE.sample",-0.000247693095793052,0.00127627617965106,45,-0.194074840338063,0.846990738710613,"s__Bianquea_SGB71281","ZIGMM",1
"fixed","irAE.sample",-0.000390235044566071,0.000780896251948849,45,-0.499727132243468,0.619702040243115,"s__Clostridium_methylpentosum","ZIGMM",1
"fixed","irAE.sample",-0.000175767143156335,0.000707819398998381,45,-0.248322020285201,0.805015014861587,"s__Anaerovorax_odorimutans","ZIGMM",1
"fixed","irAE.sample",-0.00159742903153397,0.00303283128410601,45,-0.526712131962476,0.600980380426212,"s__Faecalicatena_contorta","ZIGMM",1
"fixed","irAE.sample",-0.00110210795741637,0.00213619706044083,45,-0.515920547699346,0.608435711549574,"o__Pseudomonadales","ZIGMM",1
"fixed","irAE.sample",-0.00110210795741637,0.00213619706044083,45,-0.515920547699346,0.608435711549574,"f__Pseudomonadaceae","ZIGMM",1
"fixed","irAE.sample",-0.00110210795741637,0.00213619706044083,45,-0.515920547699346,0.608435711549574,"g__Pseudomonas","ZIGMM",1
"fixed","irAE.sample",-0.00074085768570069,0.00224310225660533,45,-0.330282617976538,0.742719220442318,"g__Hydrogeniiclostridium","ZIGMM",1
"fixed","irAE.sample",-0.00569954967568521,0.0508032657013318,45,-0.112188647658841,0.911172788055894,"s__Streptococcus_lutetiensis","ZIGMM",1
"fixed","irAE.sample",-0.00541916680655381,0.0212971724922263,45,-0.254454754899125,0.800303472921939,"s__Dysosmobacter_SGB15077","ZIGMM",1
"fixed","irAE.sample",0.0166314003911091,0.0266673354270538,45,0.623661874153228,0.5359983606098,"s__Collinsella_tanakaei","ZIGMM",1
"fixed","irAE.sample",-0.000708160044994604,0.00149407290969196,45,-0.473979576499122,0.637806231006529,"s__GGB33512_SGB15203","ZIGMM",1
"fixed","irAE.sample",-0.00074085768570069,0.00224310225660533,45,-0.330282617976538,0.742719220442318,"s__Hydrogeniiclostridium_mannosilyticum","ZIGMM",1
"fixed","irAE.sample",-0.000329789895063375,0.00193063614526331,45,-0.170819289731259,0.865131622352552,"g__GGB3818","ZIGMM",1
"fixed","irAE.sample",-0.000426923218967257,0.00161435432623957,45,-0.264454470761521,0.792637237491055,"g__GGB9423","ZIGMM",1
"fixed","irAE.sample",-0.000329789895063375,0.00193063614526331,45,-0.170819289731259,0.865131622352552,"s__GGB3818_SGB5183","ZIGMM",1
"fixed","irAE.sample",-0.000426923218967257,0.00161435432623957,45,-0.264454470761521,0.792637237491055,"s__GGB9423_SGB14792","ZIGMM",1
"fixed","irAE.sample",-0.00101408167922712,0.00180587240899171,45,-0.561546692987751,0.577211056317083,"g__GGB3034","ZIGMM",1
"fixed","irAE.sample",-1.73598933863015e-05,0.00029165004394021,45,-0.0595230268158657,0.952799082493404,"g__Oxalobacter","ZIGMM",1
"fixed","irAE.sample",-0.00101408167922712,0.00180587240899171,45,-0.561546692987751,0.577211056317083,"s__GGB3034_SGB4030","ZIGMM",1
"fixed","irAE.sample",-1.36999939650923e-05,0.000262553260172601,45,-0.0521798661196819,0.958616324839726,"s__Oxalobacter_formigenes","ZIGMM",1
"fixed","irAE.sample",0.000185543605962649,0.00166859027062567,45,0.111197823233786,0.911953975741652,"g__GGB9787","ZIGMM",1
"fixed","irAE.sample",-0.0157982695809243,0.0436930511092964,45,-0.361573961530074,0.719362678618521,"s__Klebsiella_variicola","ZIGMM",1
"fixed","irAE.sample",0.000185543605962649,0.00166859027062567,45,0.111197823233786,0.911953975741652,"s__GGB9787_SGB15410","ZIGMM",1
"fixed","irAE.sample",-8.81731282338945e-06,2.22961845415218e-05,45,-0.39546285630033,0.694369926394573,"s__Collinsella_bouchesdurhonensis","ZIGMM",1
"fixed","irAE.sample",-0.000870461167597535,0.00171252836807885,45,-0.508290072049457,0.613732767510464,"c__CFGB79244","ZIGMM",1
"fixed","irAE.sample",0.00264993716861761,0.00364339043071772,45,0.727327257127256,0.470792779811089,"c__CFGB36753","ZIGMM",1
"fixed","irAE.sample",-0.000773030699437207,0.00087041633012733,45,-0.888116034454596,0.379200968977467,"c__CFGB13532","ZIGMM",1
"fixed","irAE.sample",-0.000284210601553017,0.000718740830154604,45,-0.395428490533761,0.694395103293049,"c__CFGB1677","ZIGMM",1
"fixed","irAE.sample",-0.000870461167597535,0.00171252836807885,45,-0.508290072049457,0.613732767510464,"o__OFGB79244","ZIGMM",1
"fixed","irAE.sample",0.00264993716861761,0.00364339043071772,45,0.727327257127256,0.470792779811089,"o__OFGB36753","ZIGMM",1
"fixed","irAE.sample",-0.000773030699437207,0.00087041633012733,45,-0.888116034454596,0.379200968977467,"o__OFGB13532","ZIGMM",1
"fixed","irAE.sample",-0.000284210601553017,0.000718740830154604,45,-0.395428490533761,0.694395103293049,"o__OFGB1677","ZIGMM",1
"fixed","irAE.sample",-0.000870461167597535,0.00171252836807885,45,-0.508290072049457,0.613732767510464,"f__FGB79244","ZIGMM",1
"fixed","irAE.sample",0.00264993716861761,0.00364339043071772,45,0.727327257127256,0.470792779811089,"f__FGB36753","ZIGMM",1
"fixed","irAE.sample",-0.000773030699437207,0.00087041633012733,45,-0.888116034454596,0.379200968977467,"f__FGB13532","ZIGMM",1
"fixed","irAE.sample",-0.000284210601553017,0.000718740830154604,45,-0.395428490533761,0.694395103293049,"f__FGB1677","ZIGMM",1
"fixed","irAE.sample",-0.000870461167597535,0.00171252836807885,45,-0.508290072049457,0.613732767510464,"g__GGB3325","ZIGMM",1
"fixed","irAE.sample",-0.00047763203015247,0.00120788430225499,45,-0.395428626119889,0.694395003959845,"g__GGB9060","ZIGMM",1
"fixed","irAE.sample",0.00264993716861761,0.00364339043071772,45,0.727327257127256,0.470792779811089,"g__GGB2658","ZIGMM",1
"fixed","irAE.sample",-0.000773030699437207,0.00087041633012733,45,-0.888116034454596,0.379200968977467,"g__GGB13532","ZIGMM",1
"fixed","irAE.sample",-0.000284210601553017,0.000718740830154604,45,-0.395428490533761,0.694395103293049,"g__GGB4716","ZIGMM",1
"fixed","irAE.sample",-1.60576880556262e-05,4.06018785267555e-05,45,-0.395491258983118,0.694349118407687,"g__GGB9696","ZIGMM",1
"fixed","irAE.sample",-0.0103836568789526,0.0126795253342067,45,-0.818931040812674,0.417141745287891,"s__Clostridium_SGB6179","ZIGMM",1
"fixed","irAE.sample",-0.000870461167597535,0.00171252836807885,45,-0.508290072049457,0.613732767510464,"s__GGB3325_SGB4402","ZIGMM",1
"fixed","irAE.sample",-0.00047763203015247,0.00120788430225499,45,-0.395428626119889,0.694395003959845,"s__GGB9060_SGB13977","ZIGMM",1
"fixed","irAE.sample",0.00264993716861761,0.00364339043071772,45,0.727327257127256,0.470792779811089,"s__GGB2658_SGB3579","ZIGMM",1
"fixed","irAE.sample",-0.000773030699437207,0.00087041633012733,45,-0.888116034454596,0.379200968977467,"s__GGB13532_SGB14832","ZIGMM",1
"fixed","irAE.sample",-0.000284210601553017,0.000718740830154604,45,-0.395428490533761,0.694395103293049,"s__GGB4716_SGB6531","ZIGMM",1
"fixed","irAE.sample",0.00618524591987618,0.00311668354109129,45,1.98456013847028,0.0533109438021728,"s__Collinsella_SGB63083","ZIGMM",1
"fixed","irAE.sample",-0.000392175121400028,0.000712994139275951,45,-0.550039754602027,0.585012072998911,"s__GGB3033_SGB4028","ZIGMM",1
"fixed","irAE.sample",-1.60576880556262e-05,4.06018785267555e-05,45,-0.395491258983118,0.694349118407687,"s__GGB9696_SGB15212","ZIGMM",1
"fixed","irAE.sample",-5.22502788510303e-05,0.00109771798892535,45,-0.0475990002698076,0.962246455311313,"g__GGB4605","ZIGMM",1
"fixed","irAE.sample",-5.10906468424714e-05,0.00109726759387882,45,-0.0465617021112114,0.963068582661288,"s__GGB4605_SGB6376","ZIGMM",1
"fixed","irAE.sample",7.21471580403041e-05,0.000668181834610013,45,0.107975335908994,0.91449525959817,"s__Eubacterium_sp_AF34_35BH","ZIGMM",1
"fixed","irAE.sample",-0.00014514799147686,0.00514161306322443,45,-0.0282300495373789,0.977603498140405,"g__Faecalitalea","ZIGMM",1
"fixed","irAE.sample",-1.35771298228006e-05,5.76571154002964e-05,45,-0.235480560006142,0.814904154252094,"g__Luoshenia","ZIGMM",1
"fixed","irAE.sample",-0.00014514799147686,0.00514161306322443,45,-0.0282300495373789,0.977603498140405,"s__Faecalitalea_cylindroides","ZIGMM",1
"fixed","irAE.sample",-6.75893446207432e-05,0.000170812917733864,45,-0.395692231696733,0.69420189131738,"s__Eubacterium_hominis","ZIGMM",1
"fixed","irAE.sample",-1.98839528392836e-05,0.00093142423135586,45,-0.0213479016004757,0.983062512558259,"s__GGB9580_SGB14998","ZIGMM",1
"fixed","irAE.sample",-1.35771298228006e-05,5.76571154002964e-05,45,-0.235480560006142,0.814904154252094,"s__Luoshenia_tenuis","ZIGMM",1
"fixed","irAE.sample",-0.000173684207009428,0.000439230476734745,45,-0.395428405379796,0.694395165678609,"g__GGB3152","ZIGMM",1
"fixed","irAE.sample",-0.000173684207009428,0.000439230476734745,45,-0.395428405379796,0.694395165678609,"s__GGB3152_SGB4165","ZIGMM",1
"fixed","irAE.sample",-6.44232943872922e-05,0.000162816678654479,45,-0.395679944583612,0.694210892176756,"s__Eubacteriales_unclassified_SGB15148","ZIGMM",1
"fixed","irAE.sample",-0.00652837697879673,0.0105143962504049,45,-0.620898891702442,0.53779854975103,"s__Turicibacter_bilis","ZIGMM",1
"fixed","irAE.sample",-0.00566373128075289,0.0159150185485946,45,-0.3558733697645,0.723598363630006,"g__GGB9613","ZIGMM",1
"fixed","irAE.sample",-0.00566373128075289,0.0159150185485946,45,-0.3558733697645,0.723598363630006,"s__GGB9613_SGB15048","ZIGMM",1
"fixed","irAE.sample",-0.000586101076653061,0.0104206204228139,45,-0.0562443552180357,0.955396139821505,"g__GGB3277","ZIGMM",1
"fixed","irAE.sample",-0.000586101076653061,0.0104206204228139,45,-0.0562443552180357,0.955396139821505,"s__GGB3277_SGB4327","ZIGMM",1
"fixed","irAE.sample",-0.000350321734920433,0.00083437529932888,45,-0.419861104711765,0.676584846956318,"s__Lachnospiraceae_bacterium_OF09_6","ZIGMM",1
"fixed","irAE.sample",0.00348568605546571,0.00950429613265681,45,0.366748468988553,0.715525581088635,"c__CFGB79093","ZIGMM",1
"fixed","irAE.sample",-5.1191577254978e-05,0.000495832630094949,45,-0.103243663582962,0.918228331276082,"c__CFGB77220","ZIGMM",1
"fixed","irAE.sample",-5.01808766360379e-05,0.000126839661217753,45,-0.395624492798742,0.694251513641413,"c__CFGB1262","ZIGMM",1
"fixed","irAE.sample",0.00348568605546571,0.00950429613265681,45,0.366748468988553,0.715525581088635,"o__OFGB79093","ZIGMM",1
"fixed","irAE.sample",-5.1191577254978e-05,0.000495832630094949,45,-0.103243663582962,0.918228331276082,"o__OFGB77220","ZIGMM",1
"fixed","irAE.sample",-5.01808766360379e-05,0.000126839661217753,45,-0.395624492798742,0.694251513641413,"o__OFGB1262","ZIGMM",1
"fixed","irAE.sample",0.00348568605546571,0.00950429613265681,45,0.366748468988553,0.715525581088635,"f__FGB79093","ZIGMM",1
"fixed","irAE.sample",-5.1191577254978e-05,0.000495832630094949,45,-0.103243663582962,0.918228331276082,"f__FGB77220","ZIGMM",1
"fixed","irAE.sample",-5.01808766360379e-05,0.000126839661217753,45,-0.395624492798742,0.694251513641413,"f__FGB1262","ZIGMM",1
"fixed","irAE.sample",0.00348568605546571,0.00950429613265681,45,0.366748468988553,0.715525581088635,"g__GGB4751","ZIGMM",1
"fixed","irAE.sample",0.00868728988350635,0.00631865279352553,45,1.37486425783798,0.175980982020806,"g__GGB4769","ZIGMM",1
"fixed","irAE.sample",-0.00546312050924708,0.0177219929333308,45,-0.308267841534474,0.759301042325567,"g__GGB4456","ZIGMM",1
"fixed","irAE.sample",-5.1191577254978e-05,0.000495832630094949,45,-0.103243663582962,0.918228331276082,"g__GGB4773","ZIGMM",1
