Taxonomy,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold,level
s__Enterococcus_faecium,1.152112082,0.162306488,0.322257709,0.50365432,0.614504314,NA,NA,species
s__Enterococcus_phage_EF62phi,1.033426417,-0.020665149,0.350621378,-0.058938644,0.953000978,NA,NA,species
s__Enterococcus_phage_EFRM31,1.011835633,0.018863366,0.351669822,0.053639423,0.957222447,NA,NA,species
s__Enterorhabdus_caecimuris,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Erysipelatoclostridium_ramosum,1.303586261,-0.00240643,0.315599958,-0.007624938,0.993916238,0.993916238,FALSE,species
s__Escherichia_coli,3.981036737,-1.354495721,0.463199001,-2.924219865,0.003453207,0.026382505,TRUE,species
s__Escherichia_phage_D108,1.044241594,-0.040030649,0.350124382,-0.11433265,0.908974101,NA,NA,species
s__Escherichia_phage_HK639,1.345811495,1.192821812,0.312305181,3.819410902,0.000133771,0.002555022,TRUE,species
s__Escherichia_phage_TL_2011b,1.098045051,0.10642472,0.33271766,0.319864957,0.749070704,NA,NA,species
s__Escherichia_virus_HK544,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Escherichia_virus_Min27,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Escherichia_virus_N15,1.044149555,-0.040030337,0.350124047,-0.114331871,0.908974719,NA,NA,species
s__Escherichia_virus_P1,1.076190739,-0.013866917,0.343294292,-0.040393672,0.967779275,NA,NA,species
s__Escherichia_virus_P2,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Escherichia_virus_phi1,1.291295288,-0.425892272,0.346484181,-1.229182442,0.21900341,0.375621922,FALSE,species
s__Escherichia_virus_phiV10,1.04411933,0.12449429,0.339798665,0.366376629,0.714084056,NA,NA,species
s__Escherichia_virus_RB49,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Escherichia_virus_T5,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Escherichia_virus_wV8,1.183896161,-0.27063975,0.34541496,-0.783520637,0.43332144,NA,NA,species
s__Eubacterium_callanderi,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Eubacterium_coprostanoligenes,1.303709828,-0.440951812,0.380967534,-1.157452465,0.247087549,0.391974293,FALSE,species
s__Eubacterium_dolichum_CAG_375,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Eubacterium_eligens,5.072815372,0.381017666,0.39380456,0.96752985,0.333279226,0.475047256,FALSE,species
s__Eubacterium_hallii,6.840598426,-0.217708207,0.363837739,-0.598366205,0.54959561,0.664130948,FALSE,species
s__Eubacterium_limosum,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Eubacterium_ramulus,1.677672,-0.462987636,0.337905979,-1.37016704,0.170634764,0.342165835,FALSE,species
s__Eubacterium_rectale,23.00384614,0.406255622,0.484964857,0.837701158,0.402198563,0.534148716,FALSE,species
s__Eubacterium_siraeum,21.26547278,0.915575163,0.561568265,1.630389784,0.103019142,0.264457503,FALSE,species
s__Eubacterium_sp_36_13,1.461924536,-0.350873954,0.38483525,-0.911751079,0.361899768,0.493734684,FALSE,species
s__Eubacterium_sp_CAG_161,1.044018239,-0.04002989,0.350123417,-0.1143308,0.908975568,NA,NA,species
s__Eubacterium_sp_CAG_180,6.419251164,0.844227229,0.54163936,1.558651921,0.119078787,0.286785815,FALSE,species
s__Eubacterium_sp_CAG_192,1.04411933,0.12449429,0.339798665,0.366376629,0.714084056,NA,NA,species
s__Eubacterium_sp_CAG_251,2.541367202,-1.553003544,0.484546989,-3.20506283,0.00135033,0.016119565,TRUE,species
s__Eubacterium_sp_CAG_252,1.054811223,-0.059138751,0.349644495,-0.169139661,0.86568679,NA,NA,species
s__Eubacterium_sp_CAG_274,1.183706214,-0.270636783,0.345424599,-0.783490184,0.433339316,NA,NA,species
s__Eubacterium_sp_CAG_38,2.548877848,-0.949732435,0.397789905,-2.387522719,0.016962354,0.082931043,FALSE,species
s__Eubacterium_sp_CAG_581,1.086991422,0.346883529,0.321273932,1.079712653,0.280270158,NA,NA,species
s__Eubacterium_sp_OM08_24,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Eubacterium_ventriosum,1.387794859,0.068884665,0.304896459,0.225928057,0.821257376,0.866630711,FALSE,species
s__Faecalibacterium_prausnitzii,59.42517986,0.575238089,0.487415276,1.180180673,0.237928364,0.385121335,FALSE,species
s__Faecalicatena_orotica,1.07642735,0.294419664,0.325466207,0.904609015,0.365672558,NA,NA,species
s__Faecalicoccus_pleomorphus,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Faecalitalea_cylindroides,1.366899709,-0.525368632,0.384639275,-1.365873602,0.17197864,0.342165835,FALSE,species
s__Firmicutes_bacterium_AF16_15,1.065446587,0.004991578,0.343758638,0.01452059,0.988414652,NA,NA,species
s__Firmicutes_bacterium_AM10_47,1.076198437,-0.096612626,0.348737126,-0.277035677,0.781752712,NA,NA,species
s__Firmicutes_bacterium_CAG_102,1.033312073,-0.020664805,0.350621006,-0.058937726,0.953001709,NA,NA,species
s__Firmicutes_bacterium_CAG_103,1.686904021,0.503173366,0.339530408,1.481968491,0.138348679,0.313538582,FALSE,species
s__Firmicutes_bacterium_CAG_110,3.193906895,2.090479764,0.356222581,5.868465034,4.40E-09,4.20E-07,TRUE,species
s__Firmicutes_bacterium_CAG_114,1.50641419,-0.403041814,0.329069072,-1.224793966,0.220652859,0.375621922,FALSE,species
s__Firmicutes_bacterium_CAG_124,1.376227161,0.894835006,0.324560898,2.757063504,0.005832302,0.037132325,TRUE,species
s__Firmicutes_bacterium_CAG_129,1.354081512,-0.357728687,0.348985941,-1.025051856,0.30533872,0.438949161,FALSE,species
s__Firmicutes_bacterium_CAG_137,1.269309088,0.424602608,0.306700696,1.384420101,0.166229857,0.339528773,FALSE,species
s__Firmicutes_bacterium_CAG_145,1.582624608,-0.701327127,0.370074172,-1.895098823,0.058079311,0.168078005,FALSE,species
s__Firmicutes_bacterium_CAG_170,1.742749582,1.907196925,0.318687114,5.984543599,2.17E-09,4.14E-07,TRUE,species
s__Firmicutes_bacterium_CAG_176,1.311320738,-0.45489805,0.34854179,-1.305146366,0.191843013,0.366420155,FALSE,species
s__Firmicutes_bacterium_CAG_194,1.300868113,-0.440491032,0.344680222,-1.277970141,0.201259954,0.375621922,FALSE,species
s__Firmicutes_bacterium_CAG_238,1.04411933,-0.040030235,0.350123937,-0.114331614,0.908974922,NA,NA,species
s__Firmicutes_bacterium_CAG_24053_14,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Firmicutes_bacterium_CAG_345,1.225847236,-0.334740767,0.344811458,-0.970793631,0.331651055,NA,NA,species
s__Firmicutes_bacterium_CAG_41,1.086896905,-0.032482144,0.342847975,-0.094742121,0.924519661,NA,NA,species
s__Firmicutes_bacterium_CAG_424,2.295397375,-1.389812536,0.470283212,-2.955267165,0.003123984,0.02594265,TRUE,species
s__Firmicutes_bacterium_CAG_56,2.028451639,-0.562934877,0.407454657,-1.381589011,0.16709793,0.339528773,FALSE,species
s__Firmicutes_bacterium_CAG_646,1.044180462,-0.040030442,0.350124006,-0.114332182,0.908974472,NA,NA,species
s__Firmicutes_bacterium_CAG_65_45_313,1.065355217,-0.077996755,0.349181516,-0.223370228,0.823247374,NA,NA,species
s__Firmicutes_bacterium_CAG_83,2.912862293,-1.022852679,0.422837213,-2.419022375,0.015562283,0.078220948,FALSE,species
s__Firmicutes_bacterium_CAG_94,1.345360177,-0.419500816,0.338684855,-1.238616992,0.215487373,0.375621922,FALSE,species
s__Firmicutes_bacterium_CAG_95,1.087118404,0.2009782,0.328894825,0.611071335,0.541152356,NA,NA,species
s__Flavonifractor_plautii,7.164487047,-0.364808598,0.391282119,-0.932341603,0.351160014,0.48957345,FALSE,species
s__Flavonifractor_sp_An10,1.119556451,-0.168763924,0.34714938,-0.486142087,0.626866429,NA,NA,species
s__Flavonifractor_sp_An100,1.03339029,-0.020665041,0.35062126,-0.058938356,0.953001207,NA,NA,species
s__Fusicatenibacter_saccharivorans,11.64294058,-0.233989056,0.36239171,-0.645679936,0.518486657,0.647261121,FALSE,species
s__Fusobacterium_sp_CAG_439,1.119206459,0.493721894,0.310127463,1.591996686,0.111385449,NA,NA,species
s__Fusobacterium_ulcerans,1.03339029,-0.020665041,0.35062126,-0.058938356,0.953001207,NA,NA,species
s__Gemmiger_formicilis,1.409630521,-0.149793767,0.315363608,-0.474987485,0.634795894,0.713211857,FALSE,species
s__Gordonibacter_pamelaeae,1.292527988,-0.347030269,0.338770943,-1.024380267,0.305655699,0.438949161,FALSE,species
s__Haemophilus_parainfluenzae,1.0763669,-0.013867777,0.343295827,-0.040395998,0.967777421,NA,NA,species
s__Haemophilus_sp_HMSC71H05,1.044071338,-0.040030071,0.35012361,-0.114331252,0.908975209,NA,NA,species
s__Hafnia_alvei,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Hafnia_paralvei,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Harryflintia_acetispora,1.054828643,-0.059138819,0.349644176,-0.169140008,0.865686517,NA,NA,species
s__Holdemanella_biformis,1.065645742,0.163759514,0.334172445,0.490044936,0.624102101,NA,NA,species
s__Holdemania_filiformis,1.162250441,0.214780832,0.318031147,0.675345272,0.499456427,NA,NA,species
s__Human_endogenous_retrovirus_K,1.22692787,-0.102516337,0.328964428,-0.311633504,0.755319069,NA,NA,species
s__Hungatella_hathewayi,1.476270769,0.885638228,0.284337687,3.114740916,0.001841065,0.020684911,TRUE,species
s__Intestinibacter_bartlettii,2.141751919,-0.822165965,0.385400386,-2.133277481,0.03290197,0.124533462,FALSE,species
s__Intestinimonas_butyriciproducens,4.069257145,0.069893196,0.446412641,0.156566347,0.875586626,0.912086159,FALSE,species
s__Klebsiella_aerogenes,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Klebsiella_michiganensis,1.086991422,0.346883529,0.321273932,1.079712653,0.280270158,NA,NA,species
s__Klebsiella_oxytoca,1.0871974,-0.114992265,0.3483135,-0.330140133,0.74129408,NA,NA,species
s__Klebsiella_phage_phiKO2,1.303311221,-0.440872463,0.392036328,-1.124570433,0.260771109,0.402577897,FALSE,species
s__Klebsiella_pneumoniae,3.020166431,-0.777640153,0.478108167,-1.626494185,0.103844569,0.264457503,FALSE,species
s__Klebsiella_quasipneumoniae,1.441850145,-0.541302098,0.383818517,-1.410307409,0.158448932,0.338898807,FALSE,species
s__Klebsiella_variicola,2.627178577,-1.339016444,0.478826829,-2.796452421,0.005166702,0.034816722,TRUE,species
s__Klebsiella_virus_KP36,1.054811223,-0.059138751,0.349644495,-0.169139661,0.86568679,NA,NA,species
s__Kosakonia_cowanii,1.033426417,-0.020665149,0.350621378,-0.058938644,0.953000978,NA,NA,species
s__Lachnoclostridium_sp_An14,1.184214643,-0.27064471,0.345393285,-0.78358417,0.433284148,NA,NA,species
s__Lachnospira_pectinoschiza,4.335653166,-0.238825764,0.432112329,-0.552693705,0.580473165,0.690697993,FALSE,species
s__Lachnospiraceae_bacterium_OF09_33XD,1.033375178,-0.020664995,0.350621211,-0.058938235,0.953001304,NA,NA,species
s__Lachnospiraceae_bacterium_OF09_6,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactobacillus_acidophilus,1.054811223,0.183387083,0.334699679,0.547915323,0.583750047,NA,NA,species
s__Lactobacillus_animalis,1.949807142,-0.913185114,0.440717618,-2.072041317,0.038261588,0.135332655,FALSE,species
s__Lactobacillus_casei_group,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactobacillus_crispatus,1.237619863,0.161082569,0.313275717,0.514187854,0.607120659,NA,NA,species
s__Lactobacillus_delbrueckii,1.05490882,-0.059139126,0.349644892,-0.169140541,0.865686097,NA,NA,species
s__Lactobacillus_fermentum,1.162444661,-0.237474642,0.34588823,-0.686564682,0.492357091,NA,NA,species
s__Lactobacillus_gasseri,1.16214942,-0.237470972,0.345890666,-0.686549233,0.492366829,NA,NA,species
s__Lactobacillus_helveticus,1.033375178,-0.020664995,0.350621211,-0.058938235,0.953001304,NA,NA,species
s__Lactobacillus_johnsonii,0.990149631,0.059505603,0.352791326,0.168670823,0.86605557,NA,NA,species
s__Lactobacillus_oris,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactobacillus_paragasseri,1.065607635,-0.07799785,0.349183649,-0.223371999,0.823245995,NA,NA,species
s__Lactobacillus_phage_A2,1.076474051,-0.096613966,0.348739765,-0.277037422,0.781751371,NA,NA,species
s__Lactobacillus_phage_J1,1.033357758,0.063093757,0.345263859,0.182740694,0.855001484,NA,NA,species
s__Lactobacillus_phage_Lc_Nu,1.054863483,-0.059138952,0.349644707,-0.169140133,0.865686418,NA,NA,species
s__Lactobacillus_phage_LF1,1.044195574,-0.040030493,0.350124061,-0.114332311,0.90897437,NA,NA,species
s__Lactobacillus_phage_Lrm1,1.03346172,-0.020665253,0.350621493,-0.058938924,0.953000755,NA,NA,species
s__Lactobacillus_phage_phiadh,1.098366525,-0.133142078,0.347911401,-0.382689609,0.70194992,NA,NA,species
s__Lactobacillus_phage_phiAQ113,1.129968032,-0.186248302,0.346796349,-0.537053815,0.591230442,NA,NA,species
s__Lactobacillus_phage_Sha1,1.087277402,-0.114992705,0.34831316,-0.330141717,0.741292883,NA,NA,species
s__Lactobacillus_plantarum,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactobacillus_prophage_Lj771,1.087296876,-0.032483974,0.342851025,-0.094746615,0.924516091,NA,NA,species
s__Lactobacillus_prophage_Lj928,1.033375178,-0.020664995,0.350621211,-0.058938235,0.953001304,NA,NA,species
s__Lactobacillus_prophage_Lj965,1.03339029,0.063094081,0.34526394,0.18274159,0.855000781,NA,NA,species
s__Lactobacillus_reuteri,1.022427426,-0.001035722,0.351136491,-0.002949628,0.99764654,NA,NA,species
s__Lactobacillus_rhamnosus,1.055001056,0.024101172,0.344243015,0.070012087,0.944184039,NA,NA,species
s__Lactobacillus_rogosae,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactobacillus_salivarius,1.602315971,-0.445557092,0.413300253,-1.078046988,0.281012788,0.418535291,FALSE,species
s__Lactobacillus_vaginalis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactobacillus_virus_c5,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactococcus_lactis,1.217428113,-0.319030274,0.345121978,-0.9243986,0.355278823,NA,NA,species
s__Lactococcus_phage_340,1.033415592,0.063094332,0.345264003,0.182742283,0.855000237,NA,NA,species
s__Lactococcus_phage_bIL285,1.15184779,-0.060720896,0.335434381,-0.181021681,0.856350558,NA,NA,species
s__Lactococcus_phage_bIL286,1.119318739,-0.168762082,0.347139519,-0.486150592,0.626860399,NA,NA,species
s__Lactococcus_phage_bIL309,1.25937571,-0.150340651,0.328353169,-0.457862648,0.647051124,0.72146717,FALSE,species
s__Lactococcus_phage_bIL310,1.356614216,-0.145069784,0.319409264,-0.454181518,0.649698185,0.72146717,FALSE,species
s__Lactococcus_phage_bIL311,1.065622748,-0.077997916,0.349182974,-0.22337262,0.823245512,NA,NA,species
s__Lactococcus_phage_bIL312,1.259757717,-0.224851992,0.333351395,-0.674519425,0.49998114,0.636642652,FALSE,species
s__Lactococcus_phage_BK5_T,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Lactococcus_phage_jm3,1.054990439,0.024100116,0.344242843,0.070009054,0.944186454,NA,NA,species
s__Lactococcus_phage_P335_sensu_lato,1.108796091,-0.151061924,0.34751367,-0.434693472,0.663784937,NA,NA,species
s__Lactococcus_phage_phiLC3,1.033312073,-0.020664805,0.350621006,-0.058937726,0.953001709,NA,NA,species
s__Lactococcus_phage_TP901_1,1.033312073,-0.020664805,0.350621006,-0.058937726,0.953001709,NA,NA,species
s__Lactococcus_phage_Tuc2009,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lactococcus_phage_ul36,1.108594743,0.163008039,0.327940146,0.497066435,0.619142203,NA,NA,species
s__Lactococcus_virus_bIL67,1.162660437,0.283558893,0.314527447,0.901539425,0.367301581,NA,NA,species
s__Lactococcus_virus_c2,1.119265293,-0.168761661,0.347148701,-0.486136518,0.626870377,NA,NA,species
s__Lactonifactor_longoviformis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Lawsonibacter_asaccharolyticus,2.80787975,-0.175848303,0.353829164,-0.496986458,0.619198601,0.708342764,FALSE,species
s__Leuconostoc_garlicum,1.033482526,0.063094991,0.34526417,0.182744102,0.85499881,NA,NA,species
s__Leuconostoc_lactis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Leuconostoc_mesenteroides,1.044149555,-0.040030337,0.350124047,-0.114331871,0.908974719,NA,NA,species
s__Massiliomicrobiota_timonensis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Megamonas_funiformis,1.10862466,-0.151060741,0.347525225,-0.434675615,0.663797901,NA,NA,species
s__Megamonas_funiformis_CAG_377,1.30197899,-0.440339939,0.392046225,-1.123183726,0.261359473,0.402577897,FALSE,species
s__Megamonas_hypermegale,1.054903897,-0.059139107,0.349644482,-0.169140685,0.865685984,NA,NA,species
s__Megasphaera_elsdenii,1.03339029,0.063094081,0.34526394,0.18274159,0.855000781,NA,NA,species
s__Megasphaera_sp_DISK_18,1.119304056,-0.168761974,0.347144089,-0.48614388,0.626865157,NA,NA,species
s__Megasphaera_sp_MJR8396C,2.596434688,-1.586904699,0.488815699,-3.246427443,0.001168632,0.014880585,TRUE,species
s__Methanobrevibacter_smithii,2.334099282,0.92455705,0.331495463,2.789048884,0.005286309,0.034816722,TRUE,species
s__Methanosphaera_stadtmanae,1.05490882,0.183388326,0.33469959,0.547919183,0.583747396,NA,NA,species
s__Monoglobus_pectinilyticus,2.918002519,-0.240842909,0.372544566,-0.6464808,0.517968028,0.647261121,FALSE,species
s__Odoribacter_laneus,2.434336618,-1.484312609,0.50550754,-2.93628184,0.003321724,0.026382505,TRUE,species
s__Odoribacter_splanchnicus,7.078702457,0.184265822,0.352360939,0.522946222,0.601011678,0.701868627,FALSE,species
s__Olsenella_scatoligenes,1.05490882,-0.059139126,0.349644892,-0.169140541,0.865686097,NA,NA,species
s__Oscillibacter_sp_57_20,5.428593277,1.168360791,0.409537006,2.852882091,0.004332469,0.030648209,TRUE,species
s__Oscillibacter_sp_CAG_241,3.571549599,1.938695845,0.381957915,5.075679204,3.86E-07,2.46E-05,TRUE,species
s__Oxalobacter_formigenes,1.044038806,0.043465202,0.344743567,0.126079804,0.899668754,NA,NA,species
s__Paeniclostridium_sordellii,1.054957385,-0.05913931,0.349644699,-0.16914116,0.86568561,NA,NA,species
s__Parabacteroides_distasonis,23.81326774,0.294093171,0.459976384,0.639365806,0.522584988,0.648141122,FALSE,species
s__Parabacteroides_goldsteinii,1.689616085,-0.412501544,0.383962361,-1.074328072,0.282675667,0.418535291,FALSE,species
s__Parabacteroides_gordonii,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Parabacteroides_johnsonii,1.141022662,-0.122121865,0.340936648,-0.358195183,0.720197252,NA,NA,species
s__Parabacteroides_merdae,21.33513777,-0.433356227,0.358122531,-1.210078086,0.226248931,0.375621922,FALSE,species
s__Parabacteroides_sp_CAG_409,1.09794588,0.397513202,0.317330606,1.252678418,0.210322763,NA,NA,species
s__Paraprevotella_clara,1.033426417,-0.020665149,0.350621378,-0.058938644,0.953000978,NA,NA,species
s__Paraprevotella_xylaniphila,2.346726403,0.430240469,0.352762486,1.219632148,0.222604354,0.375621922,FALSE,species
s__Parasutterella_excrementihominis,3.412899392,0.235409156,0.396661923,0.593475557,0.552862936,0.664130948,FALSE,species
s__Pediococcus_acidilactici,1.065852162,-0.077998906,0.349184017,-0.22337479,0.823243824,NA,NA,species
s__Phascolarctobacterium_faecium,2.938127692,-0.6506183,0.364643641,-1.78425791,0.074381766,0.202955962,FALSE,species
s__Phascolarctobacterium_sp_CAG_266,1.313092132,1.055124224,0.27596234,3.823435556,0.000131605,0.002555022,TRUE,species
s__Phascolarctobacterium_succinatutens,2.483474089,-1.069722748,0.432190264,-2.475119957,0.013319143,0.068755577,FALSE,species
s__Prevotella_buccalis,1.03339029,-0.020665041,0.35062126,-0.058938356,0.953001207,NA,NA,species
s__Prevotella_copri,3.086253603,0.382268934,0.490162315,0.779882342,0.435460133,0.569677297,FALSE,species
s__Prevotella_sp_AM42_24,1.05490882,0.183388326,0.33469959,0.547919183,0.583747396,NA,NA,species
s__Prevotella_sp_CAG_1092,1.108705145,0.446422834,0.313619392,1.423454176,0.154604537,NA,NA,species
s__Prevotella_sp_CAG_279,2.778866575,-1.694472087,0.519765783,-3.260068557,0.001113853,0.014880585,TRUE,species
s__Prevotella_sp_CAG_520,1.108705145,0.446422835,0.313625657,1.423425747,0.154612773,NA,NA,species
s__Prevotella_sp_CAG_891,1.011825741,0.018863389,0.351669797,0.053639491,0.957222392,NA,NA,species
s__Prevotella_stercorea,2.419214071,1.036274024,0.435623693,2.378828426,0.017367758,0.082931043,FALSE,species
s__Propionibacterium_freudenreichii,1.140564285,-0.203524233,0.346479012,-0.587407104,0.556930324,NA,NA,species
s__Proteobacteria_bacterium_CAG_139,5.094412875,-1.451646471,0.472052067,-3.075182957,0.002103735,0.021148069,TRUE,species
s__Pseudoflavonifractor_sp_An184,1.16249415,-0.237475274,0.345864148,-0.686614314,0.492325806,NA,NA,species
s__Pseudomonas_fragi,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Pseudomonas_phage_B3,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Pseudomonas_phage_F10,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Pseudomonas_phage_phi2,1.044241594,-0.040030649,0.350124382,-0.11433265,0.908974101,NA,NA,species
s__Pseudomonas_virus_phiCTX,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Pyramidobacter_piscolens,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Romboutsia_ilealis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Roseburia_faecis,13.90121682,-1.094958296,0.504274741,-2.171352653,0.029904525,0.120081529,FALSE,species
s__Roseburia_hominis,3.915473899,-0.823867215,0.354326493,-2.325164025,0.020063191,0.09123975,FALSE,species
s__Roseburia_intestinalis,4.730387512,-0.932292493,0.411946394,-2.263140316,0.023627041,0.098103583,FALSE,species
s__Roseburia_inulinivorans,4.053995855,0.279064722,0.333493169,0.836792916,0.40270898,0.534148716,FALSE,species
s__Roseburia_sp_CAG_100,1.311935206,0.47296096,0.297591631,1.589295231,0.111993755,0.277802691,FALSE,species
s__Roseburia_sp_CAG_10041_57,1.086909155,0.047532801,0.33782011,0.140704475,0.88810341,NA,NA,species
s__Roseburia_sp_CAG_182,1.04410191,-0.040030176,0.350123721,-0.114331516,0.908975,NA,NA,species
s__Roseburia_sp_CAG_197,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Roseburia_sp_CAG_303,1.033375178,0.063093931,0.345263902,0.182741174,0.855001107,NA,NA,species
s__Roseburia_sp_CAG_309,1.044130371,-0.040030272,0.350123824,-0.114331757,0.908974809,NA,NA,species
s__Roseburia_sp_CAG_471,1.130683868,-0.186254648,0.34683521,-0.537011936,0.591259369,NA,NA,species
s__Rothia_dentocariosa,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Rothia_mucilaginosa,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Ruminococcaceae_bacterium_D16,1.087284794,-0.114992742,0.348312413,-0.330142531,0.741292268,NA,NA,species
s__Ruminococcaceae_bacterium_D5,1.345264277,0.899355176,0.302269405,2.975343062,0.002926611,0.02594265,TRUE,species
s__Ruminococcaceae_bacterium_KLE1738,1.893230089,-0.495987393,0.354019478,-1.401017243,0.161208917,0.338898807,FALSE,species
s__Ruminococcus_bicirculans,9.20022352,1.870981688,0.500807006,3.735933532,0.00018702,0.003247348,TRUE,species
s__Ruminococcus_bromii,23.48307488,1.588052273,0.534562491,2.970751406,0.002970721,0.02594265,TRUE,species
s__Ruminococcus_callidus,1.162348998,0.544928989,0.302713457,1.800147884,0.07183729,NA,NA,species
s__Ruminococcus_gnavus,4.037494787,-1.180552422,0.430201477,-2.744184959,0.006066135,0.037375218,TRUE,species
s__Ruminococcus_lactaris,2.797993886,0.451937044,0.390425157,1.157551034,0.247047302,0.391974293,FALSE,species
s__Ruminococcus_obeum_CAG_39,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Ruminococcus_sp_37_24,1.086842903,-0.114990325,0.34831151,-0.330136447,0.741296865,NA,NA,species
s__Ruminococcus_sp_AF31_8BH,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Ruminococcus_sp_CAG_177,1.773502318,0.883170359,0.372762024,2.369260554,0.017823692,0.083032321,FALSE,species
s__Ruminococcus_sp_CAG_254,1.257614082,-0.380989485,0.345500207,-1.102718543,0.270149412,0.409512203,FALSE,species
s__Ruminococcus_torques,6.079274562,0.690017587,0.380269214,1.814550225,0.069593058,0.192641653,FALSE,species
s__Ruthenibacterium_lactatiformans,4.802647235,0.433624171,0.329696416,1.315222582,0.188435108,0.366420155,FALSE,species
s__Salmonella_phage_epsilon34,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Salmonella_phage_SPN3UB,1.087186615,0.346887104,0.321274885,1.079720578,0.280266628,NA,NA,species
s__Salmonella_phage_SSU5,1.044221809,-0.040030582,0.35012431,-0.114332483,0.908974233,NA,NA,species
s__Salmonella_phage_ST64B,1.097996484,0.397514237,0.317330885,1.25268058,0.210321976,NA,NA,species
s__Salmonella_virus_Epsilon15,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Salmonella_virus_FelixO1,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Salmonella_virus_HK620,1.03346172,-0.020665253,0.350621493,-0.058938924,0.953000755,NA,NA,species
s__Salmonella_virus_Jersey,1.839186614,-1.029450707,0.453430803,-2.270359008,0.02318581,0.098103583,FALSE,species
s__Salmonella_virus_PsP3,1.09794588,0.397513203,0.31733613,1.252656619,0.2103307,NA,NA,species
s__Salmonella_virus_SH19,1.086991422,0.346883529,0.321273932,1.079712653,0.280270158,NA,NA,species
s__Sanguibacteroides_justesenii,1.05490882,0.183388326,0.33469959,0.547919183,0.583747396,NA,NA,species
s__Sellimonas_intestinalis,2.143700716,-0.306824157,0.401063055,-0.765027226,0.444255332,0.577229718,FALSE,species
s__Senegalimassilia_anaerobia,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Shigella_phage_SfII,1.044221809,-0.040030582,0.35012431,-0.114332483,0.908974233,NA,NA,species
