"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"p__Actinobacteria",38.3396185451741,-0.941636463946445,0.556587540378245,-1.69180298809156,0.0906835436862785,0.816151893176506,FALSE,"phylum"
"p__Bacteroidetes",687.428826933361,0.129668891705271,0.43557634508391,0.297694980842662,0.765935974553534,0.999999948936374,FALSE,"phylum"
"p__Candidatus_Melainabacteria",0.071537022791392,-0.517300465087885,3.62226741867038,-0.14281122990024,0.886439267817574,0.999999948936374,FALSE,"phylum"
"p__Euryarchaeota",0.965378428490125,1.52263007321394,1.43354327266568,1.06214447951935,0.288170100149198,0.999999948936374,FALSE,"phylum"
"p__Firmicutes",339.795943329717,2.25779548924181e-09,0.0352787353971733,6.39987648033073e-08,0.999999948936374,0.999999948936374,FALSE,"phylum"
"p__Fusobacteria",0.0222758583538559,-0.196908431617934,3.62231865253414,-0.0543597762941641,0.956648525311801,0.999999948936374,FALSE,"phylum"
"p__Lentisphaerae",0,NA,NA,NA,NA,NA,NA,"phylum"
"p__Proteobacteria",27.0736567083269,-0.483557921788428,0.624183955044019,-0.774704184368736,0.438514477888085,0.999999948936374,FALSE,"phylum"
"p__Synergistetes",0,NA,NA,NA,NA,NA,NA,"phylum"
"p__Verrucomicrobia",8.1948412967334,-0.109665171573126,1.38598129497198,-0.0791245682542516,0.936933542132173,0.999999948936374,FALSE,"phylum"
"p__Viruses_unclassified",6.07397089454627,0.346954063648815,0.629836650906,0.550863566211546,0.581727204838782,0.999999948936374,FALSE,"phylum"
"c__Actinobacteria",21.0170946837302,-2.2677720711124,1.08094097767726,-2.09796105240216,0.0359085860363215,0.215451516217929,FALSE,"class"
"c__Alphaproteobacteria",0.0384778885852522,-0.401534836420445,3.62228636896964,-0.110851212609858,0.911734333771453,0.999999953493092,FALSE,"class"
"c__Bacilli",12.7272955378428,-3.41515767966439,0.768099099715643,-4.44624616918404,8.73838084412953e-06,0.000157290855194331,TRUE,"class"
"c__Bacteroidia",698.954484443524,0.000333464590966013,0.454481733280078,0.000733724958667398,0.999414572236131,0.999999953493092,FALSE,"class"
"c__Betaproteobacteria",5.83886958318367,0.866884760681235,0.926618729268458,0.935535548008639,0.349512372442671,0.786402837996011,FALSE,"class"
"c__Candidatus_Melainabacteria_unclassified",0.0758970302361618,-0.593780048428314,3.62225817018204,-0.163925380392882,0.869789886697675,0.999999953493092,FALSE,"class"
"c__Clostridia",289.37937408682,1.8517434160697e-09,0.0317689900620196,5.82877646552414e-08,0.999999953493092,0.999999953493092,FALSE,"class"
"c__Coriobacteriia",22.0273887404172,-0.626944526605991,0.559708092534525,-1.12012767899603,0.262659357066184,0.675409775313045,FALSE,"class"
"c__Deltaproteobacteria",0.620300442661684,-0.598695634757086,0.911297307830399,-0.656970704963949,0.511199753252426,0.999999953493092,FALSE,"class"
"c__Epsilonproteobacteria",0,NA,NA,NA,NA,NA,NA,"class"
"c__Erysipelotrichia",1.91320282509416,-0.370704194951959,0.940361845756789,-0.394214415041076,0.693422743981608,0.999999953493092,FALSE,"class"
"c__Firmicutes_unclassified",17.597862722962,1.21485347052488,0.699591457748188,1.73651844525832,0.0824722058143286,0.296899940931583,FALSE,"class"
"c__Fusobacteriia",0.025071857051362,-0.27337952022967,3.6223072432936,-0.0754711022196721,0.939839889034051,0.999999953493092,FALSE,"class"
"c__Gammaproteobacteria",8.19712508021458,0.0115512894435076,1.40090975588539,0.00824556285298124,0.993421067254074,0.999999953493092,FALSE,"class"
"c__Lentisphaeria",0,NA,NA,NA,NA,NA,NA,"class"
"c__Methanobacteria",0.909534737945811,1.48006463651673,1.18343161856654,1.25065497093063,0.211060385583797,0.63318115675139,FALSE,"class"
"c__Negativicutes",23.3952801767174,-2.77652809730829,0.825867522341231,-3.36195336685136,0.000773931926479809,0.00696538733831828,TRUE,"class"
"c__Proteobacteria_unclassified",8.23562439332977,-2.91768223795935,1.53857484074024,-1.89635379488956,0.0579132773035156,0.26060974786582,FALSE,"class"
"c__Synergistia",0,NA,NA,NA,NA,NA,NA,"class"
"c__Verrucomicrobiae",7.64104165898766,-0.0518551747077071,1.41283744602411,-0.0367028598043135,0.970721928387002,0.999999953493092,FALSE,"class"
"c__Viruses_unclassified",6.27885200756537,0.180217190365572,0.621531574733073,0.289956613134208,0.771849430027733,0.999999953493092,FALSE,"class"
"o__Acidaminococcales",14.6153230649619,-2.28308807412576,0.88279469202765,-2.58620503129878,0.009703918805864,0.126150944476232,FALSE,"order"
"o__Actinomycetales",0.0242493653432364,-0.337456319091465,3.62229658755309,-0.0931608748579645,0.925775756507276,0.999999950474661,FALSE,"order"
"o__Aeromonadales",0,NA,NA,NA,NA,NA,NA,"order"
"o__Bacteroidales",698.954484443524,0.00036760070606716,0.458621540287559,0.000801533887476527,0.999360468554701,0.999999950474661,FALSE,"order"
"o__Bifidobacteriales",20.8406018806031,-2.2494636595828,1.11419196544791,-2.01891929697995,0.0434956082067894,0.282721453344131,FALSE,"order"
"o__Burkholderiales",5.83886958318367,0.868809194376866,0.934505940862032,0.929698952556081,0.35252697696382,0.999999950474661,FALSE,"order"
"o__Campylobacterales",0,NA,NA,NA,NA,NA,NA,"order"
"o__Candidatus_Gastranaerophilales",0.0758970302361618,-0.593780048428314,3.62225817018204,-0.163925380392882,0.869789886697675,0.999999950474661,FALSE,"order"
"o__Caudovirales",5.98453109057714,0.246163944086103,0.667662758091616,0.368695035184702,0.712355049795328,0.999999950474661,FALSE,"order"
"o__Clostridiales",289.37937408682,2.12011673854666e-09,0.0341564229429126,6.20708070657785e-08,0.999999950474661,0.999999950474661,FALSE,"order"
"o__Coriobacteriales",17.730826012726,-0.64056369186179,0.780284022512261,-0.820936573581737,0.41168239717157,0.999999950474661,FALSE,"order"
"o__Desulfovibrionales",0.620300442661684,-0.603473230334431,0.970345961636678,-0.621915537543492,0.533997407820068,0.999999950474661,FALSE,"order"
"o__Eggerthellales",4.29656272769124,-0.46885137024015,0.665311331124698,-0.704709732581233,0.480990893322156,0.999999950474661,FALSE,"order"
"o__Enterobacterales",8.10578524425168,0.0174728156066534,1.48404648285794,0.0117737657199286,0.990606111142647,0.999999950474661,FALSE,"order"
"o__Erysipelotrichales",1.91320282509416,-0.358299285768999,0.95996527074518,-0.37324192519055,0.708968395224423,0.999999950474661,FALSE,"order"
"o__Firmicutes_unclassified",17.597862722962,1.21483845657671,0.704515931566311,1.72435909841786,0.0846430365535197,0.366786491731919,FALSE,"order"
"o__Fusobacteriales",0.025071857051362,-0.27337952022967,3.6223072432936,-0.0754711022196721,0.939839889034051,0.999999950474661,FALSE,"order"
"o__Herpesvirales",0.0144199409052631,-0.27337952022967,3.6223072432936,-0.0754711022196721,0.939839889034051,0.999999950474661,FALSE,"order"
"o__Lactobacillales",12.7272955378428,-3.41573959694167,0.773519524808555,-4.4158414718582,1.00617805946744e-05,0.000261606295461535,TRUE,"order"
"o__Methanobacteriales",0.909534737945811,1.47915349704869,1.24188369616806,1.19105637799477,0.233631453124766,0.86777396874913,FALSE,"order"
"o__Micrococcales",0,NA,NA,NA,NA,NA,NA,"order"
"o__Ortervirales",0.259782832723205,-0.79432232535973,2.77251675368085,-0.286498656610523,0.774496222238519,0.999999950474661,FALSE,"order"
"o__Pasteurellales",0.0913398359629014,-0.225169001728086,3.62227657056457,-0.0621622886440696,0.950433593686398,0.999999950474661,FALSE,"order"
"o__Propionibacteriales",0.152243437783845,-0.921325920889148,3.62215797186556,-0.254358293604358,0.799218768431277,0.999999950474661,FALSE,"order"
"o__Proteobacteria_unclassified",8.23562439332977,-2.91769164430298,1.53765890260792,-1.89748951432238,0.0577633613996827,0.30036947927835,FALSE,"order"
"o__Rhodospirillales",0.0384778885852522,-0.401534836420445,3.62228636896964,-0.110851212609858,0.911734333771453,0.999999950474661,FALSE,"order"
"o__Selenomonadales",0,0,0,0,1,NA,NA,"order"
"o__Synergistales",0,NA,NA,NA,NA,NA,NA,"order"
"o__Veillonellales",5.39405638931324,-3.41963111636317,1.50566975880363,-2.27116942235749,0.0231367237160022,0.200518272205352,FALSE,"order"
"o__Verrucomicrobiales",7.64104165898766,-0.0518767679784487,1.41433588526141,-0.036679241839968,0.970740760115894,0.999999950474661,FALSE,"order"
"o__Victivallales",0,NA,NA,NA,NA,NA,NA,"order"
"o__Viruses_unclassified",0.0201181433597622,-0.27337952022967,3.6223072432936,-0.075471102219672,0.939839889034051,0.999999950474661,FALSE,"order"
"f__Acidaminococcaceae",21.7322089320154,-2.9771573035819,0.964107748897642,-3.08799229856411,0.00201513693168085,0.0171302987449249,TRUE,"family"
"f__Ackermannviridae",0.0602127585043664,0.923249319598378,3.61610844927436,0.255315716480695,0.798479262107915,NA,NA,"family"
"f__Actinomycetaceae",0.1085591066282,-0.547957016737955,3.62223186253308,-0.151276074402029,0.87975794192746,NA,NA,"family"
"f__Aeromonadaceae",0,NA,NA,NA,NA,NA,NA,"family"
"f__Akkermansiaceae",7.76463243191807,-0.408406393803223,1.45381846300286,-0.280919801334522,0.778771912693547,0.949176545844699,FALSE,"family"
"f__Alloherpesviridae",0.0118711050487763,-0.483869251895039,3.62223972948663,-0.133582890153882,0.893732414594573,NA,NA,"family"
"f__Atopobiaceae",0.132996788291228,-0.612046071420971,3.62222432347418,-0.168969676299324,0.865820493214157,0.954952495270369,FALSE,"family"
"f__Bacteroidaceae",485.921862758558,-1.28738472476742,0.459402701611206,-2.80230116247104,0.00507394832315829,0.0208595653285396,TRUE,"family"
"f__Baculoviridae",0.0261852244917354,-0.48386925189504,3.62223972948663,-0.133582890153882,0.893732414594573,NA,NA,"family"
"f__Barnesiellaceae",4.76902635199648,-1.77630244837003,1.08082929050334,-1.64346253749546,0.100287270242854,0.258541440564256,FALSE,"family"
"f__Bifidobacteriaceae",21.2346149481044,-1.89797838325485,1.18476489351152,-1.6019873593903,0.109158404769733,0.258541440564256,FALSE,"family"
"f__Campylobacteraceae",0,NA,NA,NA,NA,NA,NA,"family"
"f__Candidatus_Gastranaerophilales_unclassified",0.073038890920698,-0.805999136108473,3.62218905099001,-0.222517136671311,0.823911334505771,NA,NA,"family"
"f__Caudovirales_unclassified",0.336966478160131,-1.01241015600875,3.62205309523828,-0.279512787192356,0.779851326168569,0.949176545844699,FALSE,"family"
"f__Christensenellaceae",0.0297663972423479,-0.547957016737955,3.62223186253308,-0.151276074402029,0.87975794192746,NA,NA,"family"
"f__Clostridiaceae",14.4590416977016,-1.51252936461582,0.55484274323179,-2.72605054867583,0.00640971812700255,0.0215599609726449,TRUE,"family"
"f__Clostridiales_Family_XIII_Incertae_Sedis",0.0103347339959644,-0.483869251895039,3.62223972948663,-0.133582890153882,0.893732414594573,NA,NA,"family"
"f__Clostridiales_unclassified",6.34845081850944,-1.5114520636744,0.673648440903788,-2.24368078644491,0.0248529471970707,0.0766299205243015,FALSE,"family"
"f__Coriobacteriaceae",20.9655480640298,-2.87331634067966,0.845926685318798,-3.39664936754751,0.000682163156884223,0.00841334560157208,TRUE,"family"
"f__Desulfovibrionaceae",0.553142833491039,-0.770679160595932,0.909356945569396,-0.847499064422243,0.39671700832525,0.638196926436273,FALSE,"family"
"f__Eggerthellaceae",4.69591900184174,-0.704702333016663,0.704258571254441,-1.00063011197923,0.317005666630948,0.546553540331754,FALSE,"family"
"f__Enterobacteriaceae",3.54751045513121,1.92295441888582,1.38815679583638,1.38525736044624,0.165973786850134,0.323212111234472,FALSE,"family"
"f__Enterococcaceae",0.64294623220423,-1.13688594223725,3.02415037566455,-0.375935651674537,0.706964735136125,0.949176545844699,FALSE,"family"
"f__Erysipelotrichaceae",2.36802820278501,-0.685486343840397,1.00756571459264,-0.680339092440776,0.496289777139789,0.765113406423841,FALSE,"family"
"f__Eubacteriaceae",20.8337467150006,-1.52369257233248,0.52422327029189,-2.90657179618158,0.0036541303174088,0.0171302987449249,TRUE,"family"
"f__Firmicutes_unclassified",14.9082151838732,1.03373615728879,0.686639812439884,1.50549988299622,0.132195606915337,0.287719850345145,FALSE,"family"
"f__Fusobacteriaceae",0.0201787042707243,-0.483869251895039,3.62223972948663,-0.133582890153882,0.893732414594573,NA,NA,"family"
"f__Hafniaceae",0.0128775578749614,-0.483869251895039,3.62223972948663,-0.133582890153882,0.893732414594573,NA,NA,"family"
"f__Herpesviridae",0,NA,NA,NA,NA,NA,NA,"family"
"f__Lachnospiraceae",175.084416052057,-1.13282960471596,0.382217055531394,-2.96383844813254,0.00303827747398666,0.0171302987449249,TRUE,"family"
"f__Lactobacillaceae",1.19941990407384,-1.70384078341313,1.73105265057565,-0.984280162042753,0.3249777807378,0.546553540331754,FALSE,"family"
"f__Leuconostocaceae",0.0491069519669231,-0.740498632943676,3.62220778770032,-0.204432952592652,0.838015181448165,NA,NA,"family"
"f__Methanobacteriaceae",0.750830091605397,1.37668087233414,1.19754064541342,1.14959010168617,0.25031273692526,0.46307856331173,FALSE,"family"
"f__Micrococcaceae",0,NA,NA,NA,NA,NA,NA,"family"
"f__Myoviridae",1.67075945095228,-0.25437297382706,1.61733149817652,-0.157279428561093,0.875024632105849,0.954952495270369,FALSE,"family"
"f__Odoribacteraceae",14.3571467779261,-0.0441524561274564,0.774712699403662,-0.0569920386763285,0.954551537050649,0.971206767462215,FALSE,"family"
"f__Oscillospiraceae",3.99377466666145,2.80466741993087,0.946029309861609,2.96467286023216,0.00303004957671795,0.0171302987449249,TRUE,"family"
"f__Oxalobacteraceae",0.0223098045835167,-0.243423247642354,3.62223972940301,-0.0672024122717225,0.946420564752982,NA,NA,"family"
"f__Pasteurellaceae",0.10886096804703,-0.435690360330766,3.62221709914457,-0.120282784936789,0.904259140727281,0.955931091625982,FALSE,"family"
"f__Peptostreptococcaceae",1.65119871559139,-1.97397918819502,1.38779787511847,-1.42238233937814,0.154915287208011,0.318436979260912,FALSE,"family"
"f__Podoviridae",0.4200364537273,-0.939911719627866,3.62212886003038,-0.259491518924035,0.79525602489691,0.949176545844699,FALSE,"family"
"f__Prevotellaceae",16.7565031337596,-0.0719452253479156,1.99322956317526,-0.0360948014604527,0.971206767462215,0.971206767462215,FALSE,"family"
"f__Propionibacteriaceae",0.133261060881221,-1.1804977445408,3.62172184158027,-0.325949312558392,0.744462705227013,0.949176545844699,FALSE,"family"
"f__Proteobacteria_unclassified",12.019432321757,-3.50781408965829,1.65960419570543,-2.11364498760336,0.0345456003914897,0.0983220934219321,FALSE,"family"
"f__Retroviridae",0.314945904325938,-1.05001201701175,2.72678501600723,-0.385073267913602,0.700183132871866,0.949176545844699,FALSE,"family"
"f__Rhodospirillaceae",0.0376224941548402,-0.612046071420971,3.62222432347418,-0.168969676299324,0.865820493214157,NA,NA,"family"
"f__Rikenellaceae",91.8055105155417,-0.0893577877193225,0.579835556640961,-0.154108844647231,0.877523914572771,0.954952495270369,FALSE,"family"
"f__Ruminococcaceae",96.2672387155893,0.748546722593491,0.257911341140995,2.90234124363021,0.00370384837728106,0.0171302987449249,TRUE,"family"
"f__Selenomonadaceae",0,0,0,0,1,NA,NA,"family"
"f__Siphoviridae",4.43577297178346,0.300659783441503,0.696020742545339,0.43196957369689,0.665763527162268,0.949176545844699,FALSE,"family"
"f__Streptococcaceae",9.70257903764035,-4.1738008379397,0.845219976900661,-4.93812374530547,7.88777872690997e-07,2.91847812895669e-05,TRUE,"family"
"f__Sutterellaceae",4.18890487785121,-3.25087915143787,0.940307808220142,-3.45724998029239,0.000545718366735926,0.00841334560157208,TRUE,"family"
"f__Synergistaceae",0,NA,NA,NA,NA,NA,NA,"family"
"f__Tannerellaceae",53.7497771443258,-0.942571651694105,0.592757607320125,-1.59014686619629,0.111801704027786,0.258541440564256,FALSE,"family"
"f__Veillonellaceae",9.49392327816211,-4.54061099933356,1.64999623373234,-2.75189173557237,0.00592521059693553,0.0215599609726449,TRUE,"family"
"f__Victivallales_unclassified",0,NA,NA,NA,NA,NA,NA,"family"
"g__Absiella",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Acidaminococcus",4.95593370430229,-2.65061901034807,2.18417104103698,-1.2135583525957,0.224916418850675,0.99999993721917,FALSE,"genus"
"g__Actinomyces",0.0287774039340822,0.52856278942754,3.62090087168862,0.145975492883638,0.883940735013333,0.99999993721917,FALSE,"genus"
"g__Adlercreutzia",0.501618302412774,2.26461362066702,1.45507087063437,1.55635967042602,0.119622589582943,0.962714192492708,FALSE,"genus"
"g__Aeromonas",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Agathobaculum",2.40832709653196,-0.730190643173642,1.09124591906824,-0.669134821413232,0.503409479099048,0.99999993721917,FALSE,"genus"
"g__Akkermansia",16.0820706726301,-0.0969822761674014,1.62995231276659,-0.0595000696693937,0.952553809988999,0.99999993721917,FALSE,"genus"
"g__Alistipes",122.38094940065,0.961447068322619,0.675392563657942,1.42353813183166,0.154580216263866,0.99999993721917,FALSE,"genus"
"g__Allisonella",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Anaerofustis",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Anaeromassilibacillus",0.281210269319169,0.942731621690337,2.44148776473913,0.386129979967794,0.699400407549923,0.99999993721917,FALSE,"genus"
"g__Anaerostipes",5.86149135070763,-0.947974328235258,0.62821520472343,-1.50899615467378,0.131299765464876,0.962714192492708,FALSE,"genus"
"g__Anaerotignum",0.340550447436396,0.744913254715523,2.68834813565429,0.277089579595771,0.781711322960522,0.99999993721917,FALSE,"genus"
"g__Anaerotruncus",0.581435530450561,0.0200590498978342,2.09197672894782,0.00958856263564799,0.992349551143963,0.99999993721917,FALSE,"genus"
"g__Asaccharobacter",1.69590175462666,0.62276056231255,1.10224585186894,0.564992430006982,0.572078913117706,0.99999993721917,FALSE,"genus"
"g__Azospirillum",0.130644320514904,0.435782738681793,3.62084756520346,0.120353793092449,0.90420289302788,0.99999993721917,FALSE,"genus"
"g__Bacteroides",612.600985217597,-0.214185972057611,0.552093195920515,-0.38795256605272,0.698051136512295,0.99999993721917,FALSE,"genus"
"g__Barnesiella",18.7460486311596,-6.11658259921856,1.86705143898196,-3.27606538926089,0.00105264186264495,0.0403512714013899,TRUE,"genus"
"g__Betabaculovirus",0.00414743874650489,0.601093821231396,3.62093824697442,0.166004991036137,0.868153022394652,0.99999993721917,FALSE,"genus"
"g__Bifidobacterium",33.0640474464464,-2.76097691832727,1.22372050456754,-2.25621529427832,0.0240571511788282,0.373338045098983,FALSE,"genus"
"g__Bilophila",0.448680218175855,-0.473425179714339,1.18314228632822,-0.40014221889032,0.689051769817748,0.99999993721917,FALSE,"genus"
"g__Blautia",25.2579019662148,9.31888818407841e-09,0.118434194070013,7.86841018107448e-08,0.99999993721917,0.99999993721917,FALSE,"genus"
"g__Butyricimonas",5.44355259376015,-0.166533043893378,1.46945158274142,-0.113330065344986,0.909768882084171,0.99999993721917,FALSE,"genus"
"g__Butyrivibrio",0.317034064505558,3.09731466411521,3.58005182411987,0.865159169833151,0.386951432145349,0.99999993721917,FALSE,"genus"
"g__C2virus",0.659324345993589,1.89431251064167,2.26123320615133,0.837734252923798,0.402179971446821,0.99999993721917,FALSE,"genus"
"g__C5virus",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Campylobacter",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Candidatus_Gastranaerophilales_unclassified",0.232757122756438,0.209874125849859,3.62063654312943,0.0579660850653786,0.953775643280599,0.99999993721917,FALSE,"genus"
"g__Candidatus_Stoquefichus",0.162031855157129,-0.155796272431012,2.99472779110812,-0.0520235170934729,0.958509954852788,0.99999993721917,FALSE,"genus"
"g__Catenibacterium",0.0241933926879452,0.909175732860152,3.620420093853,0.251124374876776,0.80171795118179,0.99999993721917,FALSE,"genus"
"g__Caudovirales_unclassified",0.0295326241776986,0.507034810903228,3.62089012102108,0.140030432837395,0.888635945348631,0.99999993721917,FALSE,"genus"
"g__Cba120virus",0.237535128208917,2.60870509710532,3.60903217684231,0.722826777174313,0.469786313994576,0.99999993721917,FALSE,"genus"
"g__Christensenella",0.0291915881003998,0.507034810986924,3.62089012102112,0.140030432860508,0.88863594533037,0.99999993721917,FALSE,"genus"
"g__Citrobacter",0,0,0,0,1,NA,NA,"genus"
"g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified",0.0150165885649315,0.577254516684263,3.62092576290793,0.159421803837446,0.873336561610737,0.99999993721917,FALSE,"genus"
"g__Clostridiales_unclassified",0.4462198359876,3.58872220455992,3.45910314420317,1.03747186913867,0.29951599931808,0.99999993721917,FALSE,"genus"
"g__Clostridium",20.5340169513742,-1.37478124437157,0.706584016606409,-1.94567271840423,0.0516940657753294,0.6481988416469,FALSE,"genus"
"g__Collinsella",18.8975613104322,-0.645777208423758,0.801698921415468,-0.805510885911613,0.420524927063554,0.99999993721917,FALSE,"genus"
"g__Coprobacillus",0.0837463593044257,0.285989324321852,3.62070998567484,0.0789870841501678,0.937042896319416,0.99999993721917,FALSE,"genus"
"g__Coprobacter",0.776499480500379,1.72678612865127,1.64575058468333,1.04923926184327,0.294068012677053,0.99999993721917,FALSE,"genus"
"g__Coprococcus",16.432803741894,-0.111431076639949,0.952233859196846,-0.117020704067313,0.906843646727449,0.99999993721917,FALSE,"genus"
"g__Cyprinivirus",0.0150165885649315,0.577254516684263,3.62092576290793,0.159421803837446,0.873336561610737,0.99999993721917,FALSE,"genus"
"g__Desulfovibrio",0.186069183763651,0.132283982394577,3.62055504464028,0.0365369344654503,0.970854228914609,0.99999993721917,FALSE,"genus"
"g__Desulfovibrionaceae_unclassified",0.183313465772992,1.98030407192963,2.83010668680467,0.699727710323702,0.484097367695672,0.99999993721917,FALSE,"genus"
"g__Dialister",1.96346662657452,-0.0194859803482716,2.57545476993743,-0.00756603477402362,0.993963235263012,0.99999993721917,FALSE,"genus"
"g__Dielma",0.329909900290162,1.67330274155021,3.57293602378351,0.468327093015871,0.639550696489882,0.99999993721917,FALSE,"genus"
"g__Dorea",10.1911422050946,-0.885938154900338,0.589273760674025,-1.50344069942463,0.132725438028185,0.962714192492708,FALSE,"genus"
"g__Eggerthella",1.20626078687293,-0.74104226319506,0.8855407432644,-0.836824582981162,0.402691177149514,0.99999993721917,FALSE,"genus"
"g__Eisenbergiella",1.12866030903508,-0.0591449610191197,1.90216102978439,-0.0310935615297638,0.975194924343499,0.99999993721917,FALSE,"genus"
"g__Enorma",0.0229200562306849,0.909175732860152,3.620420093853,0.251124374876776,0.80171795118179,0.99999993721917,FALSE,"genus"
"g__Enterobacter",0.591838559877467,2.21505626706625,3.28686939566263,0.673910642749983,0.500368125428891,0.99999993721917,FALSE,"genus"
"g__Enterococcus",0.614243050806986,0.047233587112918,2.68046132660167,0.0176214395052666,0.985940853079697,0.99999993721917,FALSE,"genus"
"g__Enterorhabdus",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Epsilon15virus",0.0497692649580587,0.36157868925921,3.62078277740885,0.0998620219680694,0.920453867663855,0.99999993721917,FALSE,"genus"
"g__Erysipelatoclostridium",0.329029065786815,0.79785525141582,1.37015103528937,0.582311899101924,0.560356611966471,0.99999993721917,FALSE,"genus"
"g__Escherichia",1.55587080541335,0.261456029461953,1.53064971636659,0.17081375749547,0.864370211143794,0.99999993721917,FALSE,"genus"
"g__Eubacterium",35.4374924174558,-1.0353245412706,0.688986391184192,-1.50267778074852,0.132922155113129,0.962714192492708,FALSE,"genus"
"g__Faecalibacterium",121.707646942297,0.819432244185932,0.971187713946124,0.843742391320438,0.398813373601894,0.99999993721917,FALSE,"genus"
"g__Faecalicatena",0.0388822382484833,1.32917304436378,3.61935976911301,0.367239823934254,0.713440136217786,0.99999993721917,FALSE,"genus"
"g__Faecalicoccus",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Faecalitalea",0.140668601711645,-0.276864631290866,3.6198793923424,-0.0764844905818003,0.939033652552397,0.99999993721917,FALSE,"genus"
"g__Felixo1virus",0.155901430476367,-0.370054349561286,3.6196616331584,-0.10223451445609,0.918570532696351,0.99999993721917,FALSE,"genus"
"g__Firmicutes_unclassified",31.1490545886414,0.570329755400792,0.865678435617037,0.65882402972678,0.510008774692565,0.99999993721917,FALSE,"genus"
"g__Flavonifractor",6.58245907373456,-3.85001860442554,0.975869405576078,-3.94521908610588,7.97270497723461e-05,0.00555439525789357,TRUE,"genus"
"g__Fusicatenibacter",20.458119809177,-0.215124457663325,0.75162744943016,-0.286211550451517,0.774716097647016,0.99999993721917,FALSE,"genus"
"g__Fusobacterium",0.0117697586049463,0.577254517152125,3.62092576290818,0.159421803966646,0.873336561508952,0.99999993721917,FALSE,"genus"
"g__Gemmiger",1.34336343274317,0.764802035587117,1.53243860481867,0.499075155886988,0.617726439039212,0.99999993721917,FALSE,"genus"
"g__Gordonibacter",0.688708578826083,0.137269035580297,1.8407875749747,0.074570818190243,0.940556193166906,0.99999993721917,FALSE,"genus"
"g__Haemophilus",0.0602988337116341,0.675167000726768,3.62028641323974,0.186495465733765,0.852056234305414,0.99999993721917,FALSE,"genus"
"g__Hafnia",0.0197945940174097,0.577254516139273,3.62092576290765,0.159421803686947,0.873336561729301,0.99999993721917,FALSE,"genus"
"g__Harryflintia",0.0343208593945269,0.435782738475338,3.62084756520332,0.120353793035435,0.904202893073043,0.99999993721917,FALSE,"genus"
"g__Hk97virus",0.100495631165311,1.45617792929947,3.618877716857,0.402383844725254,0.687401557622041,0.99999993721917,FALSE,"genus"
"g__Holdemanella",0.0832151984631714,1.10076672857397,3.61992615771536,0.304085409650648,0.761062822253231,0.99999993721917,FALSE,"genus"
"g__Holdemania",0.099271202933004,0.71276696919351,3.61022754413923,0.197429929410018,0.843491110239069,0.99999993721917,FALSE,"genus"
"g__Hungatella",0.131291474418631,1.0134645118305,3.06105822231218,0.331083056324548,0.740581749681185,0.99999993721917,FALSE,"genus"
"g__Intestinibacter",1.63628291088485,-0.682843687778174,1.43078799912292,-0.477250080512807,0.633184053298011,0.99999993721917,FALSE,"genus"
"g__Intestinimonas",1.10682790761774,-2.20027593464678,2.03882821663389,-1.07918652326651,0.280504586192781,0.99999993721917,FALSE,"genus"
"g__Klebsiella",3.33971283364467,1.3970354527061,2.21949596931364,0.629438157140751,0.529062243931096,0.99999993721917,FALSE,"genus"
"g__Kp36virus",0.0362900890319178,0.435782739548078,3.62084756520402,0.120353793331679,0.904202892838379,0.99999993721917,FALSE,"genus"
"g__Lachnoclostridium",3.32922964555995,-3.46911569713973,1.24625633983628,-2.7836293274909,0.00537544274676553,0.154543978969509,FALSE,"genus"
"g__Lachnospira",5.21812208764991,1.07920332383609,1.4514042185776,0.743558072949335,0.457143876221698,0.99999993721917,FALSE,"genus"
"g__Lachnospiraceae_unclassified",31.1520953851607,-0.28083373499575,1.01737535984197,-0.276037484374866,0.782519275900739,0.99999993721917,FALSE,"genus"
"g__Lactobacillus",0.544198416826251,-0.124297554315435,1.92890180623184,-0.0644395447782042,0.948620243261933,0.99999993721917,FALSE,"genus"
"g__Lactococcus",0.0268973601060097,0.522271347984636,3.62089771396099,0.144238083824055,0.885312468819285,0.99999993721917,FALSE,"genus"
"g__Lactonifactor",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Lawsonibacter",4.40149336183613,-0.149176256770075,1.12378840810469,-0.132744078595423,0.894395781633665,0.99999993721917,FALSE,"genus"
"g__Lymphocryptovirus",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Macavirus",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Massiliomicrobiota",0,NA,NA,NA,NA,NA,NA,"genus"
"g__Megamonas",0,0,0,0,1,NA,NA,"genus"
"g__Megasphaera",1.36941438995362,-2.73731984798021,2.55141703944479,-1.07286257231231,0.283332781083785,0.99999993721917,FALSE,"genus"
