M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	species	hits	genomes of the species bin(s)
M1132	uVSG	-	Vagococcus_fluvialis 	1	6
M1133	uVSG	-	Bifidobacterium_longum 	797	3602
M1133	uVSG	-	Bifidobacterium_pseudocatenulatum 	413	1187
M1133	uVSG	-	Bifidobacterium_adolescentis 	309	2922
M1133	uVSG	-	Bifidobacterium_breve 	157	593
M1133	uVSG	-	Bifidobacterium_catenulatum 	135	431
M1133	uVSG	-	Bifidobacterium_bifidum 	135	1267
M1133	uVSG	-	Bifidobacterium_angulatum 	22	87
M1133	uVSG	-	Bifidobacterium_pullorum 	5	23
M1133	uVSG	-	Alistipes_inops 	5	835
M1133	uVSG	-	GGB39880_SGB53839 	4	6
M1133	uVSG	-	Bifidobacterium_pseudolongum 	4	86
M1133	uVSG	-	Bifidobacterium_dentium 	3	185
M1133	uVSG	-	Bifidobacterium_thermophilum 	3	13
M1133	uVSG	-	GGB66530_SGB90116 	2	2
M1133	uVSG	-	Eggerthellaceae_unclassified_SGB14322 	2	361
M1133	uVSG	-	Bifidobacterium_ruminantium 	2	13
M1133	uVSG	-	Senegalimassilia_faecalis 	2	91
M1133	uVSG	-	Bifidobacterium_tsurumiense 	2	6
M1133	uVSG	-	Lachnospiraceae_bacterium 	1	3222
M1133	uVSG	-	Paenibacillus_ihbetae 	1	12
M1133	uVSG	-	GGB40041_SGB60369 	1	4
M1133	uVSG	-	Sutterella_wadsworthensis 	1	2415
M1133	uVSG	-	Collinsella_SGB14500 	1	11
M1133	uVSG	-	Epilithonimonas_SGB36081 	1	1
M1133	uVSG	-	GGB13134_SGB20337 	1	4
M1133	uVSG	-	Microbacterium_SGB85508 	1	1
M1133	uVSG	-	GGB26057_SGB38063 	1	1
M1133	uVSG	-	GGB27044_SGB39251 	1	4
M1133	uVSG	-	GGB8252_SGB12625 	1	6
M1133	uVSG	-	Pseudoscardovia_radai 	1	2
M1133	uVSG	-	Agathobaculum_butyriciproducens 	1	947
M1133	uVSG	-	Bifidobacterium_SGB60361 	1	5
M1133	uVSG	-	Faecalibacterium_SGB15315 	1	306
M1133	uVSG	-	Eggerthellaceae_unclassified_SGB14321 	1	77
M1133	uVSG	-	Collinsella_SGB14467 	1	2
M1133	uVSG	-	GGB1630_SGB2238 	1	195
M1133	uVSG	-	GGB33594_SGB54168 	1	3
M1133	uVSG	-	GGB40127_SGB60363 	1	1
M1133	uVSG	-	Bifidobacterium_SGB17233 	1	2
M1133	uVSG	-	Schaalia_odontolytica 	1	16
M1133	uVSG	-	Actinomyces_sp_ICM58 	1	11
M1133	uVSG	-	Bifidobacterium_merycicum 	1	4
M1133	uVSG	-	Actinomyces_naeslundii 	1	23
M1133	uVSG	-	Bifidobacterium_tissieri 	1	4
M1133	uVSG	-	Actinomyces_bowdenii 	1	2
M1133	uVSG	-	Bifidobacterium_moukalabense 	1	4
M1133	uVSG	-	Corynebacterium_sanguinis 	1	5
M1133	uVSG	-	Leptothrix_sp_C29 	1	1
M1133	uVSG	-	Pseudomonas_cichorii 	1	19
M1133	uVSG	-	Dietzia_kunjamensis 	1	15
M1133	uVSG	-	Olsenella_sp_Marseille_P4559 	1	1
M1134	uVSG	-	Streptococcus_parasanguinis 	12	396
M1134	uVSG	-	Streptococcus_rubneri 	3	6
M1134	uVSG	-	GGB40906_SGB64250 	1	2
M1134	uVSG	-	Enterococcus_faecium 	1	1619
M1134	uVSG	-	Streptococcus_gordonii 	1	62
M1134	uVSG	-	Streptococcus_mitis 	1	169
M1134	uVSG	-	Streptococcus_sp_I_P16 	1	15
M1134	uVSG	-	Streptococcus_sp_A12 	1	18
M1135	uVSG	-	Roseburia_inulinivorans 	11	1121
M1135	uVSG	-	Veillonella_dispar 	9	235
M1135	uVSG	-	Veillonella_parvula 	9	767
M1135	uVSG	-	Lachnospira_sp_NSJ_43 	7	755
M1135	uVSG	-	Lachnospiraceae_bacterium 	5	3222
M1135	uVSG	-	Roseburia_sp_AF02_12 	3	1130
M1135	uVSG	-	Megasphaera_micronuciformis 	2	121
M1135	uVSG	-	Veillonella_atypica 	2	194
M1135	uVSG	-	Intestinibacter_bartlettii 	1	111
M1135	uVSG	-	Holdemanella_biformis 	1	544
M1135	uVSG	-	Roseburia_faecis 	1	3280
M1135	uVSG	-	GGB3733_SGB5066 	1	367
M1135	uVSG	-	Fusicatenibacter_saccharivorans 	1	4240
M1135	uVSG	-	GGB4585_SGB6340 	1	303
M1135	uVSG	-	GGB3293_SGB4348 	1	2283
M1135	uVSG	-	Anaerostipes_hadrus 	1	3947
M1135	uVSG	-	Ruminococcus_SGB4421 	1	441
M1135	uVSG	-	Veillonella_rogosae 	1	74
M1135	uVSG	-	Veillonella_SGB6954 	1	6
M1135	uVSG	-	GGB3005_SGB3996 	1	125
M1135	uVSG	-	Levilactobacillus_brevis 	1	79
M1135	uVSG	-	Mycoplasma_phocidae 	1	1
M1135	uVSG	-	Clostridium_sp_AF32_12BH 	1	5
M1135	uVSG	-	Lactobacillus_amylovorus 	1	49
M1136	uVSG	-	Streptococcus_oralis 	3	161
M1136	uVSG	-	Staphylococcus_agnetis 	3	33
M1136	uVSG	-	Lachnospiraceae_bacterium 	2	3222
M1136	uVSG	-	Clostridia_bacterium 	2	13613
M1136	uVSG	-	Lactobacillus_delbrueckii 	2	85
M1136	uVSG	-	Coprococcus_sp_OM04_5BH 	1	186
M1136	uVSG	-	Faecalibacillus_faecis 	1	257
M1136	uVSG	-	Streptococcus_infantis 	1	24
M1136	uVSG	-	Phocaeicola_plebeius 	1	1036
M1136	uVSG	-	Eubacterium_sp_AM28_29 	1	1257
M1136	uVSG	-	Streptococcus_sp_oral_taxon_058 	1	1
M1136	uVSG	-	Streptococcus_mitis 	1	169
M1136	uVSG	-	Treponema_pedis 	1	7
M1136	uVSG	-	Listeria_monocytogenes 	1	2275
M1136	uVSG	-	Streptococcus_ruminantium 	1	22
M1136	uVSG	-	Streptococcus_danieliae 	1	3
M1137	uVSG	-	Eubacterium_rectale 	1	8042
M1138	uVSG	-	Faecalibacterium_prausnitzii 	5	9456
M1138	uVSG	-	Parabacteroides_merdae 	2	2296
M1138	uVSG	-	GGB9758_SGB15368 	1	3034
M1138	uVSG	-	Oscillibacter_sp_ER4 	1	2741
M1139	uVSG	-	Pectobacterium_brasiliense 	3	39
M1139	uVSG	-	Xenorhabdus_khoisanae 	1	1
M1140	uVSG	-	Phocaeicola_vulgatus 	17	4172
M1140	uVSG	-	Parasutterella_excrementihominis 	3	732
M1140	uVSG	-	Parabacteroides_johnsonii 	2	161
M1140	uVSG	-	Clostridium_sp_AF36_4 	1	1480
M1140	uVSG	-	Bacteroides_uniformis 	1	6758
M1140	uVSG	-	Phocaeicola_dorei 	1	1473
M1141	uVSG	-	Bacteroides_faecis 	8	185
M1141	uVSG	-	Bacteroides_thetaiotaomicron 	7	711
M1142	uVSG	-	Faecalibacterium_prausnitzii 	694	9456
M1142	uVSG	-	Faecalibacterium_SGB15346 	118	700
M1142	uVSG	-	Faecalibacterium_SGB15340 	11	134
M1142	uVSG	-	Faecalibacterium_SGB15329 	8	42
M1142	uVSG	-	GGB3005_SGB3996 	6	125
M1142	uVSG	-	Subdoligranulum_sp_APC924_74 	3	4694
M1142	uVSG	-	Ruminococcus_bicirculans 	2	3401
M1142	uVSG	-	GGB9602_SGB15031 	2	1008
M1142	uVSG	-	GGB9739_SGB15313 	2	57
M1142	uVSG	-	Prochlorococcus_SGB53618 	2	8
M1142	uVSG	-	Rhodobacteraceae_unclassified_SGB53604 	1	29
M1142	uVSG	-	GGB37726_SGB63289 	1	1
M1142	uVSG	-	Ruminococcus_SGB4421 	1	441
M1142	uVSG	-	Gemmiger_SGB15299 	1	326
M1142	uVSG	-	Faecalibacterium_SGB15321 	1	25
M1142	uVSG	-	GGB3746_SGB5089 	1	1052
M1142	uVSG	-	Faecalibacterium_SGB27250 	1	2
M1142	uVSG	-	GGB9631_SGB15087 	1	206
M1142	uVSG	-	GGB9742_SGB15348 	1	12
M1142	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M1142	uVSG	-	Faecalibacterium_SGB15315 	1	306
M1142	uVSG	-	Clostridia_bacterium 	1	13613
M1142	uVSG	-	GGB38320_SGB72795 	1	2
M1142	uVSG	-	Desulfovibrio_piger 	1	698
M1142	uVSG	-	GGB6612_SGB9346 	1	601
M1142	uVSG	-	Faecalibacterium_SGB15337 	1	2
M1142	uVSG	-	Faecalibacterium_SGB15325 	1	3
M1142	uVSG	-	Negativibacillus_massiliensis 	1	103
M1142	uVSG	-	GGB9568_SGB14980 	1	108
M1143	uVSG	-	Ruminococcus_sp_JE7A12 	1	437
M1143	uVSG	-	Ruminococcus_lactaris 	1	696
M1144	uVSG	-	Sutterella_wadsworthensis 	304	2415
M1144	uVSG	-	GGB4266_SGB5809 	10	1005
M1144	uVSG	-	Phascolarctobacterium_succinatutens 	7	1104
M1144	uVSG	-	Phascolarctobacterium_faecium 	6	2296
M1144	uVSG	-	GGB2734_SGB3677 	5	841
M1144	uVSG	-	GGB6547_SGB9247 	4	84
M1144	uVSG	-	Oscillibacter_sp_ER4 	3	2741
M1144	uVSG	-	GGB4251_SGB5752 	3	123
M1144	uVSG	-	Oxalobacter_SGB9385 	2	5
M1144	uVSG	-	GGB4263_SGB5801 	2	33
M1144	uVSG	-	Sutterella_sp_AM11_39 	2	224
M1144	uVSG	-	Enterobacter_roggenkampii 	2	183
M1144	uVSG	-	Sutterella_SGB9281 	1	244
M1144	uVSG	-	GGB9642_SGB15119 	1	330
M1144	uVSG	-	GGB6567_SGB9278 	1	50
M1144	uVSG	-	Bacteroides_fragilis 	1	1207
M1144	uVSG	-	Clostridium_sp_AF36_4 	1	1480
M1144	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M1144	uVSG	-	Prochlorococcus_SGB47086 	1	1
M1144	uVSG	-	Sutterella_SGB9298 	1	49
M1144	uVSG	-	Lentisphaeria_bacterium 	1	518
M1144	uVSG	-	Parasutterella_SGB9260 	1	622
M1144	uVSG	-	Microbacterium_SGB53403 	1	13
M1144	uVSG	-	Dialister_pneumosintes 	1	20
M1144	uVSG	-	Ruminococcaceae_unclassified_SGB15253 	1	6
M1144	uVSG	-	Phascolarctobacterium_SGB5769 	1	69
M1144	uVSG	-	Ruminococcaceae_unclassified_SGB15251 	1	7
M1144	uVSG	-	Duodenibacillus_massiliensis 	1	394
M1144	uVSG	-	GGB6546_SGB9246 	1	2
M1144	uVSG	-	Legionella_pneumophila 	1	679
M1144	uVSG	-	Campylobacter_concisus 	1	288
M1145	uVSG	-	GGB9634_SGB15095 	1	158
M1145	uVSG	-	Roseburia_inulinivorans 	1	1121
M1146	uVSG	-	GGB9602_SGB15031 	93	1008
M1146	uVSG	-	Ruminococcus_bicirculans 	12	3401
M1146	uVSG	-	Oscillibacter_sp_ER4 	8	2741
M1146	uVSG	-	Faecalibacterium_prausnitzii 	7	9456
M1146	uVSG	-	GGB9602_SGB15028 	5	94
M1146	uVSG	-	GGB9342_SGB14306 	5	1383
M1146	uVSG	-	Agathobaculum_butyriciproducens 	4	947
M1146	uVSG	-	GGB9591_SGB15013 	3	19
M1146	uVSG	-	Ruminococcaceae_unclassified_SGB15234 	3	779
M1146	uVSG	-	Clostridia_bacterium 	3	13613
M1146	uVSG	-	GGB9595_SGB15019 	3	122
M1146	uVSG	-	GGB9597_SGB15022 	2	54
M1146	uVSG	-	GGB9592_SGB15014 	2	13
M1146	uVSG	-	GGB9594_SGB15016 	2	28
M1146	uVSG	-	Butyricicoccus_faecihominis 	2	53
M1146	uVSG	-	Ruthenibacterium_lactatiformans 	2	958
M1146	uVSG	-	GGB9603_SGB15035 	1	71
M1146	uVSG	-	GGB9603_SGB69180 	1	1
M1146	uVSG	-	GGB9595_SGB15018 	1	10
M1146	uVSG	-	Faecalibacterium_SGB15346 	1	700
M1146	uVSG	-	GGB58179_SGB79821 	1	1
M1146	uVSG	-	Hungatella_hathewayi 	1	240
M1146	uVSG	-	GGB9593_SGB15015 	1	46
M1146	uVSG	-	Microbacterium_SGB53518 	1	3
M1146	uVSG	-	Gemmiger_formicilis 	1	3023
M1146	uVSG	-	Fusicatenibacter_saccharivorans 	1	4240
M1146	uVSG	-	GGB9614_SGB15049 	1	55
M1146	uVSG	-	GGB9590_SGB15012 	1	27
M1146	uVSG	-	GGB9615_SGB15053 	1	1060
M1146	uVSG	-	Ruminococcaceae_bacterium_UBA1375 	1	6
M1146	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M1146	uVSG	-	GGB3614_SGB4886 	1	348
M1147	uVSG	-	Parabacteroides_distasonis 	1714	4705
M1147	uVSG	-	Parabacteroides_merdae 	611	2296
M1147	uVSG	-	Phocaeicola_vulgatus 	35	4172
M1147	uVSG	-	Barnesiella_intestinihominis 	27	3045
M1147	uVSG	-	Campylobacter_coli 	24	6192
M1147	uVSG	-	Odoribacter_splanchnicus 	17	1981
M1147	uVSG	-	Listeria_welshimeri 	11	176
M1147	uVSG	-	Ruminococcus_bromii 	7	4359
M1147	uVSG	-	Bacteroides_ovatus 	6	1006
M1147	uVSG	-	Parabacteroides_johnsonii 	6	161
M1147	uVSG	-	Fusicatenibacter_saccharivorans 	6	4240
M1147	uVSG	-	Bacteroides_uniformis 	5	6758
M1147	uVSG	-	Bacteroides_fragilis 	4	1207
M1147	uVSG	-	Bacteroides_thetaiotaomicron 	4	711
M1147	uVSG	-	Ruminococcus_bicirculans 	4	3401
M1147	uVSG	-	Phocaeicola_massiliensis 	3	619
M1147	uVSG	-	Bacteroides_caccae 	3	742
M1147	uVSG	-	Eubacterium_rectale 	3	8042
M1147	uVSG	-	Erysipelatoclostridium_ramosum 	3	477
M1147	uVSG	-	GGB3277_SGB4327 	3	1401
M1147	uVSG	-	GGB1407_SGB1930 	3	48
M1147	uVSG	-	Phocaeicola_dorei 	3	1473
M1147	uVSG	-	GGB3293_SGB4348 	3	2283
M1147	uVSG	-	Phocaeicola_plebeius 	3	1036
M1147	uVSG	-	Parabacteroides_goldsteinii 	3	87
M1147	uVSG	-	Eubacterium_siraeum 	3	1926
M1147	uVSG	-	Eubacterium_sp_AM28_29 	2	1257
M1147	uVSG	-	Bacteroides_xylanisolvens 	2	364
M1147	uVSG	-	Bacteroides_eggerthii 	2	533
M1147	uVSG	-	Phocaeicola_coprocola 	2	557
M1147	uVSG	-	Catenibacterium_sp_AM22_15 	2	701
M1147	uVSG	-	Fusobacterium_pseudoperiodonticum 	2	64
M1147	uVSG	-	Bacilli_unclassified_SGB6571 	2	311
M1147	uVSG	-	GGB9176_SGB14114 	2	485
M1147	uVSG	-	Bacteroidaceae_bacterium 	2	1518
M1147	uVSG	-	Prevotellamassilia_timonensis 	2	345
M1147	uVSG	-	Gilliamella_apicola 	2	79
M1147	uVSG	-	Anaerobutyricum_hallii 	1	960
M1147	uVSG	-	Coprobacter_fastidiosus 	1	227
M1147	uVSG	-	Bacteroides_intestinalis 	1	211
M1147	uVSG	-	Roseburia_faecis 	1	3280
M1147	uVSG	-	Faecalibacillus_intestinalis 	1	1381
M1147	uVSG	-	Phocaeicola_coprophilus 	1	357
M1147	uVSG	-	Rikenellaceae_bacterium 	1	500
M1147	uVSG	-	Lachnospira_eligens 	1	3354
M1147	uVSG	-	Clostridia_bacterium 	1	13613
M1147	uVSG	-	GGB26596_SGB38774 	1	1
M1147	uVSG	-	Prevotella_copri 	1	3266
M1147	uVSG	-	GGB1630_SGB2238 	1	195
M1147	uVSG	-	Phascolarctobacterium_succinatutens 	1	1104
M1147	uVSG	-	Lachnospiraceae_bacterium 	1	3222
M1147	uVSG	-	Streptococcus_thermophilus 	1	682
M1147	uVSG	-	Clostridium_sp_OM07_10AC 	1	124
M1147	uVSG	-	Eubacterium_sp_AF34_35BH 	1	103
M1147	uVSG	-	Parabacteroides_massiliensis 	1	14
M1147	uVSG	-	Gemmiger_SGB15299 	1	326
M1147	uVSG	-	GGB51648_SGB72044 	1	2
M1147	uVSG	-	GGB1405_SGB1928 	1	86
M1147	uVSG	-	GGB1266_SGB1699 	1	952
M1147	uVSG	-	Veillonella_parvula 	1	767
M1147	uVSG	-	Streptococcus_parasanguinis 	1	396
M1147	uVSG	-	Campylobacter_concisus 	1	288
M1147	uVSG	-	GGB1406_SGB1929 	1	3
M1147	uVSG	-	Bacilli_bacterium 	1	1335
M1147	uVSG	-	GGB1387_SGB1895 	1	122
M1147	uVSG	-	Prevotella_SGB1680 	1	505
M1147	uVSG	-	Dialister_SGB5817 	1	28
M1147	uVSG	-	GGB38013_SGB48300 	1	10
M1147	uVSG	-	Thermovenabulum_gondwanense 	1	1
M1147	uVSG	-	Moraxella_catarrhalis 	1	182
M1147	uVSG	-	Streptococcus_agalactiae 	1	1107
M1147	uVSG	-	Thiohalobacter_thiocyanaticus 	1	2
M1147	uVSG	-	Oceanimonas_marisflavi 	1	1
M1147	uVSG	-	Clostridium_botulinum 	1	314
M1147	uVSG	-	Chryseobacterium_gambrini 	1	10
M1147	uVSG	-	Millionella_massiliensis 	1	1
M1147	uVSG	-	Massilibacteroides_vaginae 	1	1
M1147	uVSG	-	Flavobacterium_chungangense 	1	3
M1149	kVSG	NC_0287501_Klebsiella_phage_Matisse|NC_0310951_Klebsiella_phage_PKO111|NC_0310871_Klebsiella_phage_vB_KpnM_KpV477|NC_0286861_Klebsiella_phage_JD18	Klebsiella_pneumoniae 	7	7034
M1149	kVSG	NC_0287501_Klebsiella_phage_Matisse|NC_0310951_Klebsiella_phage_PKO111|NC_0310871_Klebsiella_phage_vB_KpnM_KpV477|NC_0286861_Klebsiella_phage_JD18	Shimwellia_blattae 	2	2
M1149	kVSG	NC_0287501_Klebsiella_phage_Matisse|NC_0310951_Klebsiella_phage_PKO111|NC_0310871_Klebsiella_phage_vB_KpnM_KpV477|NC_0286861_Klebsiella_phage_JD18	GGB3293_SGB4348 	1	2283
M1149	kVSG	NC_0287501_Klebsiella_phage_Matisse|NC_0310951_Klebsiella_phage_PKO111|NC_0310871_Klebsiella_phage_vB_KpnM_KpV477|NC_0286861_Klebsiella_phage_JD18	Pectobacterium_versatile 	1	61
M1149	kVSG	NC_0287501_Klebsiella_phage_Matisse|NC_0310951_Klebsiella_phage_PKO111|NC_0310871_Klebsiella_phage_vB_KpnM_KpV477|NC_0286861_Klebsiella_phage_JD18	Atlantibacter_sp_RC6 	1	1
M1149	kVSG	NC_0287501_Klebsiella_phage_Matisse|NC_0310951_Klebsiella_phage_PKO111|NC_0310871_Klebsiella_phage_vB_KpnM_KpV477|NC_0286861_Klebsiella_phage_JD18	Pectobacterium_aquaticum 	1	11
M1150	kVSG	NC_0310161_Lactococcus_phage_PLgT1	Lactococcus_paracarnosus 	2	2
M1150	kVSG	NC_0310161_Lactococcus_phage_PLgT1	Jeotgalibaca_dankookensis 	1	2
M1150	kVSG	NC_0310161_Lactococcus_phage_PLgT1	Lysinibacillus_macroides 	1	2
M1150	kVSG	NC_0310161_Lactococcus_phage_PLgT1	Lactobacillus_delbrueckii 	1	85
M1150	kVSG	NC_0310161_Lactococcus_phage_PLgT1	Lactococcus_sp_KACC_19320 	1	1
M1151	kVSG	NC_0053551_Lactobacillus_prophage_Lj965	Lactobacillus_gasseri 	11	169
M1151	kVSG	NC_0053551_Lactobacillus_prophage_Lj965	Lactobacillus_johnsonii 	8	59
M1151	kVSG	NC_0053551_Lactobacillus_prophage_Lj965	Bacilli_bacterium 	1	1335
M1151	kVSG	NC_0053551_Lactobacillus_prophage_Lj965	Roseburia_sp_AM59_24XD 	1	233
M1151	kVSG	NC_0053551_Lactobacillus_prophage_Lj965	Lachnospira_eligens 	1	3354
M1151	kVSG	NC_0053551_Lactobacillus_prophage_Lj965	Limosilactobacillus_reuteri 	1	220
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Salmonella_enterica 	478	8517
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Escherichia_coli 	359	18595
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Pectobacterium_versatile 	10	61
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Enterobacter_cloacae 	4	200
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Enterobacter_roggenkampii 	3	183
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Escherichia_fergusonii 	3	56
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Enterobacter_chengduensis 	2	22
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Enterobacter_mori 	2	20
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Klebsiella_pneumoniae 	1	7034
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Leclercia_adecarboxylata 	1	174
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Enterobacter_SGB81743 	1	2
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Dickeya_dadantii 	1	11
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Metakosakonia_massiliensis 	1	1
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Dickeya_zeae 	1	13
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Serratia_marcescens 	1	666
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Cronobacter_sakazakii 	1	495
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Erwiniaceae_bacterium_PD_1 	1	1
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Citrobacter_koseri 	1	57
M1152	kVSG	NC_0043131_Salmonella_phage_ST64B	Yersinia_kristensenii 	1	35
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Staphylococcus_warneri 	11	84
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Staphylococcus_haemolyticus 	9	376
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Staphylococcus_hominis 	8	348
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Staphylococcus_epidermidis 	5	1294
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Helcococcus_ovis 	4	4
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	GGB1407_SGB1931 	2	29
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Staphylococcus_hyicus 	2	7
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Pediococcus_acidilactici 	2	98
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	GGB3293_SGB4348 	1	2283
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	GGB3277_SGB4327 	1	1401
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Alkalihalobacillus_halodurans 	1	4
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Staphylococcus_pasteuri 	1	28
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Providencia_stuartii 	1	36
M1153	kVSG	NC_0199141_Staphylococcus_phage_StB27|NC_0204902_Staphylococcus_phage_StB12	Staphylococcus_pseudintermedius 	1	197
M1154	kVSG	NC_0184541_Cronobacter_phage_phiES15	GGB54702_SGB75927 	4	7
M1154	kVSG	NC_0184541_Cronobacter_phage_phiES15	Klebsiella_variicola 	2	274
M1154	kVSG	NC_0184541_Cronobacter_phage_phiES15	Salmonella_enterica 	1	8517
M1154	kVSG	NC_0184541_Cronobacter_phage_phiES15	Cronobacter_sakazakii 	1	495
M1155	kVSG	NC_0311081_Propionibacterium_phage_PFR2	Propionibacterium_freudenreichii 	25	47
M1155	kVSG	NC_0311081_Propionibacterium_phage_PFR2	Streptomyces_capillispiralis 	1	1
M1155	kVSG	NC_0311081_Propionibacterium_phage_PFR2	Propionibacterium_cyclohexanicum 	1	1
M1156	kVSG	NC_0146621_Enterobacteria_phage_CC31|NC_0235611_Enterobacter_phage_PG7	Phocaeicola_dorei 	2	1473
M1156	kVSG	NC_0146621_Enterobacteria_phage_CC31|NC_0235611_Enterobacter_phage_PG7	Dialister_succinatiphilus 	1	250
M1156	kVSG	NC_0146621_Enterobacteria_phage_CC31|NC_0235611_Enterobacter_phage_PG7	Anaerococcus_rubeinfantis 	1	1
M1156	kVSG	NC_0146621_Enterobacteria_phage_CC31|NC_0235611_Enterobacter_phage_PG7	Proteus_cibarius 	1	18
M1157	kVSG	NC_0195101_Erwinia_phage_vB_EamPL1	Dickeya_zeae 	1	13
M1158	kVSG	NC_0286551_Yersinia_phage_vB_YenP_AP10	Klebsiella_pneumoniae 	4	7034
M1158	kVSG	NC_0286551_Yersinia_phage_vB_YenP_AP10	Pseudomonas_balearica 	1	25
M1158	kVSG	NC_0286551_Yersinia_phage_vB_YenP_AP10	Dialister_invisus 	1	1495
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Pseudomonas_aeruginosa 	2023	3860
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Pseudomonas_otitidis 	2	19
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Bacteroides_SGB85533 	1	1
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Thioalkalivibrio_sp_ALJT 	1	1
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Kushneria_marisflavi 	1	1
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Anaerofilum_sp_An201 	1	1
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Pseudomonas_psychrotolerans 	1	16
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Xanthomonas_sacchari 	1	19
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Stenotrophomonas_maltophilia 	1	675
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Serratia_fonticola 	1	28
M1159	kVSG	NC_0078051_Pseudomonas_phage_F10|NC_0310911_Pseudomonas_phage_MD8|NC_0309311_Pseudomonas_phage_phi2	Candidimonas_bauzanensis 	1	1
M1160	kVSG	NC_0058931_Lactobacillus_phage_phiAT3	Lacticaseibacillus_paracasei 	56	323
M1160	kVSG	NC_0058931_Lactobacillus_phage_phiAT3	Lacticaseibacillus_rhamnosus 	50	279
M1160	kVSG	NC_0058931_Lactobacillus_phage_phiAT3	Lacticaseibacillus_casei 	3	15
M1160	kVSG	NC_0058931_Lactobacillus_phage_phiAT3	Limosilactobacillus_fermentum 	2	182
M1160	kVSG	NC_0058931_Lactobacillus_phage_phiAT3	Ligilactobacillus_salivarius 	1	266
